State,Year,Column1,Metric,Data,Datum,Raw Data,Adjusted Data,Bookmark,Mountain States,Metric Name
Alaska,2025,4.3,fh-spf,1.187010908,1.865343423,0,1.187010908,,,Share of children living in a single-parent family
Arizona,2013,4.3,fh-spf,1.14123046,1.875630343,0.12,1.14123046,,1,Share of children living in a single-parent family
Arizona,2017,4.3,fh-spf,1.361036102,1.893895767,0.33,1.361036102,,1,Share of children living in a single-parent family
Arizona,2021,4.3,fh-spf,1.847747676,1.934340556,0.81,1.847747676,,1,Share of children living in a single-parent family
Arizona,2025,4.3,fh-spf,2.123057521,1.957218271,1.08,2.123057521,,1,Share of children living in a single-parent family
Arkansas,2013,4.3,fh-spf,0.251175192,1.801668474,-0.75,0.251175192,,,Share of children living in a single-parent family
Arkansas,2017,4.3,fh-spf,0.484983586,1.821097499,-0.52,0.484983586,,,Share of children living in a single-parent family
Arkansas,2021,4.3,fh-spf,0.462889431,1.813766487,-0.61,0.462889431,,,Share of children living in a single-parent family
Arkansas,2025,4.3,fh-spf,0.716057186,1.831798844,-0.4,0.716057186,,,Share of children living in a single-parent family
California,2013,4.3,fh-spf,3.391293512,2.062606226,2.32,3.391293512,,,Share of children living in a single-parent family
California,2017,4.3,fh-spf,3.879794131,2.103199681,2.8,3.879794131,,,Share of children living in a single-parent family
California,2021,4.3,fh-spf,4.759299161,2.119786482,3,4.759299161,,,Share of children living in a single-parent family
California,2025,4.3,fh-spf,5.010748579,2.137696448,3.21,5.010748579,,,Share of children living in a single-parent family
Colorado,2013,4.3,fh-spf,0.611358375,1.831598999,-0.4,0.611358375,,1,Share of children living in a single-parent family
Colorado,2017,4.3,fh-spf,1.127266839,1.874469994,0.1,1.127266839,,1,Share of children living in a single-parent family
Colorado,2021,4.3,fh-spf,1.403120941,1.897392935,0.38,1.403120941,,1,Share of children living in a single-parent family
Colorado,2025,4.3,fh-spf,1.259333188,1.885444451,0.23,1.259333188,,1,Share of children living in a single-parent family
Connecticut,2013,4.3,fh-spf,1.121867058,1.874021282,0.1,1.121867058,,,Share of children living in a single-parent family
Connecticut,2017,4.3,fh-spf,1.278845676,1.887065901,0.25,1.278845676,,,Share of children living in a single-parent family
Connecticut,2021,4.3,fh-spf,1.47229069,1.885663021,0.24,1.47229069,,,Share of children living in a single-parent family
Connecticut,2025,4.3,fh-spf,1.961302017,1.920493787,0.65,1.961302017,,,Share of children living in a single-parent family
Delaware,2013,4.3,fh-spf,1.800802545,1.930439506,0.76,1.800802545,,,Share of children living in a single-parent family
Delaware,2017,4.3,fh-spf,1.602981612,1.91400097,0.57,1.602981612,,,Share of children living in a single-parent family
Delaware,2021,4.3,fh-spf,1.392062989,1.87994865,0.17,1.392062989,,,Share of children living in a single-parent family
Delaware,2025,4.3,fh-spf,2.301465667,1.944722594,0.93,2.301465667,,,Share of children living in a single-parent family
District of Columbia,2013,4.3,fh-spf,-1.481737184,1.657666812,-2.45,-1.481737184,,,Share of children living in a single-parent family
District of Columbia,2017,4.3,fh-spf,-0.9724117,1.699990773,-1.95,-0.9724117,,,Share of children living in a single-parent family
District of Columbia,2021,4.3,fh-spf,-1.825378091,1.650780259,-2.53,-1.825378091,,,Share of children living in a single-parent family
District of Columbia,2025,4.3,fh-spf,-2.39301583,1.610349176,-3.01,-2.39301583,,,Share of children living in a single-parent family
Florida,2013,4.3,fh-spf,0.927812124,1.857895693,-0.09,0.927812124,,,Share of children living in a single-parent family
Florida,2017,4.3,fh-spf,1.162413941,1.87739065,0.14,1.162413941,,,Share of children living in a single-parent family
Florida,2021,4.3,fh-spf,1.726824535,1.903792681,0.45,1.726824535,,,Share of children living in a single-parent family
Florida,2025,4.3,fh-spf,2.32249272,1.946220286,0.95,2.32249272,,,Share of children living in a single-parent family
Georgia,2013,4.3,fh-spf,1.107727162,1.872846284,0.09,1.107727162,,,Share of children living in a single-parent family
Georgia,2017,4.3,fh-spf,1.262246733,1.885686561,0.24,1.262246733,,,Share of children living in a single-parent family
Georgia,2021,4.3,fh-spf,1.484044944,1.88650024,0.25,1.484044944,,,Share of children living in a single-parent family
Georgia,2025,4.3,fh-spf,2.091061995,1.92973619,0.76,2.091061995,,,Share of children living in a single-parent family
Hawaii,2013,4.3,fh-spf,4.284695354,2.136846188,3.2,4.284695354,,,Share of children living in a single-parent family
Hawaii,2017,4.3,fh-spf,4.874631372,2.185868729,3.78,4.874631372,,,Share of children living in a single-parent family
Hawaii,2021,4.3,fh-spf,5.225371147,2.15298335,3.39,5.225371147,,,Share of children living in a single-parent family
Hawaii,2025,4.3,fh-spf,5.522665886,2.174158737,3.64,5.522665886,,,Share of children living in a single-parent family
Idaho,2013,4.3,fh-spf,1.13933064,1.875472472,0.12,1.13933064,,1,Share of children living in a single-parent family
Idaho,2017,4.3,fh-spf,0.911690848,1.856556046,-0.11,0.911690848,,1,Share of children living in a single-parent family
Idaho,2021,4.3,fh-spf,1.592577642,1.91313642,0.56,1.592577642,,1,Share of children living in a single-parent family
Idaho,2025,4.3,fh-spf,2.081182269,1.953738519,1.04,2.081182269,,1,Share of children living in a single-parent family
Illinois,2013,4.3,fh-spf,1.228466005,1.882879448,0.2,1.228466005,,,Share of children living in a single-parent family
Illinois,2017,4.3,fh-spf,1.317037043,1.89023953,0.29,1.317037043,,,Share of children living in a single-parent family
Illinois,2021,4.3,fh-spf,1.290723274,1.872730535,0.08,1.290723274,,,Share of children living in a single-parent family
Illinois,2025,4.3,fh-spf,1.54363164,1.890744416,0.3,1.54363164,,,Share of children living in a single-parent family
Indiana,2013,4.3,fh-spf,0.656974875,1.835389642,-0.36,0.656974875,,,Share of children living in a single-parent family
Indiana,2017,4.3,fh-spf,0.485554388,1.821144932,-0.52,0.485554388,,,Share of children living in a single-parent family
Indiana,2021,4.3,fh-spf,0.637912191,1.826232817,-0.46,0.637912191,,,Share of children living in a single-parent family
Indiana,2025,4.3,fh-spf,0.917874934,1.846173699,-0.23,0.917874934,,,Share of children living in a single-parent family
Iowa,2013,4.3,fh-spf,-0.02102594,1.779049087,-1.02,-0.02102594,,,Share of children living in a single-parent family
Iowa,2017,4.3,fh-spf,0.168171636,1.79477104,-0.84,0.168171636,,,Share of children living in a single-parent family
Iowa,2021,4.3,fh-spf,0.298496585,1.802057292,-0.75,0.298496585,,,Share of children living in a single-parent family
Iowa,2025,4.3,fh-spf,0.032133171,1.783085049,-0.97,0.032133171,,,Share of children living in a single-parent family
Kansas,2013,4.3,fh-spf,0.239564428,1.800703642,-0.77,0.239564428,,,Share of children living in a single-parent family
Kansas,2017,4.3,fh-spf,0.371759145,1.811688767,-0.64,0.371759145,,,Share of children living in a single-parent family
Kansas,2021,4.3,fh-spf,0.621182018,1.825041179,-0.48,0.621182018,,,Share of children living in a single-parent family
Kansas,2025,4.3,fh-spf,0.703033527,1.830871209,-0.41,0.703033527,,,Share of children living in a single-parent family
Kentucky,2013,4.3,fh-spf,0.511952123,1.823338532,-0.5,0.511952123,,,Share of children living in a single-parent family
Kentucky,2017,4.3,fh-spf,0.528141407,1.82468383,-0.48,0.528141407,,,Share of children living in a single-parent family
Kentucky,2021,4.3,fh-spf,0.7743768,1.83595277,-0.35,0.7743768,,,Share of children living in a single-parent family
Kentucky,2025,4.3,fh-spf,0.678427222,1.829118578,-0.43,0.678427222,,,Share of children living in a single-parent family
Louisiana,2013,4.3,fh-spf,0.512710734,1.823401571,-0.5,0.512710734,,,Share of children living in a single-parent family
Louisiana,2017,4.3,fh-spf,0.287410049,1.804679521,-0.72,0.287410049,,,Share of children living in a single-parent family
Louisiana,2021,4.3,fh-spf,0.392758297,1.808771263,-0.67,0.392758297,,,Share of children living in a single-parent family
Louisiana,2025,4.3,fh-spf,0.409435843,1.809959153,-0.66,0.409435843,,,Share of children living in a single-parent family
Maine,2013,4.3,fh-spf,0.221627422,1.799213112,-0.78,0.221627422,,,Share of children living in a single-parent family
Maine,2017,4.3,fh-spf,0.590940973,1.829902353,-0.42,0.590940973,,,Share of children living in a single-parent family
Maine,2021,4.3,fh-spf,0.405476459,1.809677138,-0.66,0.405476459,,,Share of children living in a single-parent family
Maine,2025,4.3,fh-spf,0.697018515,1.830442778,-0.41,0.697018515,,,Share of children living in a single-parent family
Maryland,2013,4.3,fh-spf,1.627355545,1.916026397,0.59,1.627355545,,,Share of children living in a single-parent family
Maryland,2017,4.3,fh-spf,2.026469182,1.949191967,0.99,2.026469182,,,Share of children living in a single-parent family
Maryland,2021,4.3,fh-spf,2.263366126,1.942008881,0.9,2.263366126,,,Share of children living in a single-parent family
Maryland,2025,4.3,fh-spf,2.157274718,1.934452318,0.81,2.157274718,,,Share of children living in a single-parent family
Massachusetts,2013,4.3,fh-spf,1.238155356,1.883684615,0.21,1.238155356,,,Share of children living in a single-parent family
Massachusetts,2017,4.3,fh-spf,1.519280372,1.907045559,0.49,1.519280372,,,Share of children living in a single-parent family
Massachusetts,2021,4.3,fh-spf,2.128027504,1.932369129,0.79,2.128027504,,,Share of children living in a single-parent family
Massachusetts,2025,4.3,fh-spf,2.124022879,1.932083892,0.78,2.124022879,,,Share of children living in a single-parent family
Michigan,2013,4.3,fh-spf,0.841404666,1.850715401,-0.18,0.841404666,,,Share of children living in a single-parent family
Michigan,2017,4.3,fh-spf,0.844577277,1.850979038,-0.17,0.844577277,,,Share of children living in a single-parent family
Michigan,2021,4.3,fh-spf,0.961192107,1.849259047,-0.19,0.961192107,,,Share of children living in a single-parent family
Michigan,2025,4.3,fh-spf,1.037481284,1.85469289,-0.13,1.037481284,,,Share of children living in a single-parent family
Minnesota,2013,4.3,fh-spf,0.563497455,1.82762185,-0.45,0.563497455,,,Share of children living in a single-parent family
Minnesota,2017,4.3,fh-spf,0.637344201,1.833758371,-0.38,0.637344201,,,Share of children living in a single-parent family
Minnesota,2021,4.3,fh-spf,0.703993241,1.830939567,-0.41,0.703993241,,,Share of children living in a single-parent family
Minnesota,2025,4.3,fh-spf,0.783614516,1.836610744,-0.34,0.783614516,,,Share of children living in a single-parent family
Mississippi,2013,4.3,fh-spf,0.631440769,1.833267807,-0.38,0.631440769,,,Share of children living in a single-parent family
Mississippi,2017,4.3,fh-spf,0.766051284,1.84445368,-0.25,0.766051284,,,Share of children living in a single-parent family
Mississippi,2021,4.3,fh-spf,0.706771043,1.831137421,-0.41,0.706771043,,,Share of children living in a single-parent family
Mississippi,2025,4.3,fh-spf,0.807966202,1.83834524,-0.32,0.807966202,,,Share of children living in a single-parent family
Missouri,2013,4.3,fh-spf,0.475249146,1.820288586,-0.53,0.475249146,,,Share of children living in a single-parent family
Missouri,2017,4.3,fh-spf,0.463408593,1.819304659,-0.55,0.463408593,,,Share of children living in a single-parent family
Missouri,2021,4.3,fh-spf,0.39217613,1.808729797,-0.67,0.39217613,,,Share of children living in a single-parent family
Missouri,2025,4.3,fh-spf,0.587951693,1.822674286,-0.51,0.587951693,,,Share of children living in a single-parent family
Montana,2013,4.3,fh-spf,-0.288760276,1.756800883,-1.28,-0.288760276,,1,Share of children living in a single-parent family
Montana,2017,4.3,fh-spf,-0.276613469,1.757810259,-1.27,-0.276613469,,1,Share of children living in a single-parent family
Montana,2021,4.3,fh-spf,0.032744533,1.78351731,-0.97,0.032744533,,1,Share of children living in a single-parent family
Montana,2025,4.3,fh-spf,0.148560213,1.793141368,-0.85,0.148560213,,1,Share of children living in a single-parent family
Nebraska,2013,4.3,fh-spf,0.200278751,1.797439079,-0.8,0.200278751,,,Share of children living in a single-parent family
Nebraska,2017,4.3,fh-spf,0.218363476,1.798941884,-0.79,0.218363476,,,Share of children living in a single-parent family
Nebraska,2021,4.3,fh-spf,0.451324576,1.812942758,-0.62,0.451324576,,,Share of children living in a single-parent family
Nebraska,2025,4.3,fh-spf,0.517450303,1.817652689,-0.57,0.517450303,,,Share of children living in a single-parent family
Nevada,2013,4.3,fh-spf,1.394045429,1.896638778,0.37,1.394045429,,1,Share of children living in a single-parent family
Nevada,2017,4.3,fh-spf,1.242855014,1.884075147,0.22,1.242855014,,1,Share of children living in a single-parent family
Nevada,2021,4.3,fh-spf,1.867710313,1.935999412,0.83,1.867710313,,1,Share of children living in a single-parent family
Nevada,2025,4.3,fh-spf,2.128729038,1.957689563,1.09,2.128729038,,1,Share of children living in a single-parent family
New Hampshire,2013,4.3,fh-spf,1.314241225,1.890007203,0.29,1.314241225,,,Share of children living in a single-parent family
New Hampshire,2017,4.3,fh-spf,1.355829193,1.893463083,0.33,1.355829193,,,Share of children living in a single-parent family
New Hampshire,2021,4.3,fh-spf,1.568246915,1.892497687,0.32,1.568246915,,,Share of children living in a single-parent family
New Hampshire,2025,4.3,fh-spf,1.930053928,1.918268083,0.62,1.930053928,,,Share of children living in a single-parent family
New Jersey,2013,4.3,fh-spf,2.313407684,1.973036001,1.27,2.313407684,,,Share of children living in a single-parent family
New Jersey,2017,4.3,fh-spf,2.562014188,1.99369472,1.51,2.562014188,,,Share of children living in a single-parent family
New Jersey,2021,4.3,fh-spf,3.12554306,2.003419081,1.63,3.12554306,,,Share of children living in a single-parent family
New Jersey,2025,4.3,fh-spf,3.46479909,2.02758324,1.91,3.46479909,,,Share of children living in a single-parent family
New Mexico,2013,4.3,fh-spf,0.79626157,1.846964097,-0.22,0.79626157,,1,Share of children living in a single-parent family
New Mexico,2017,4.3,fh-spf,0.472752867,1.82008115,-0.54,0.472752867,,1,Share of children living in a single-parent family
New Mexico,2021,4.3,fh-spf,0.69025894,1.838155483,-0.32,0.69025894,,1,Share of children living in a single-parent family
New Mexico,2025,4.3,fh-spf,0.80219713,1.84745733,-0.21,0.80219713,,1,Share of children living in a single-parent family
New York,2013,4.3,fh-spf,1.851051314,1.934615082,0.81,1.851051314,,,Share of children living in a single-parent family
New York,2017,4.3,fh-spf,1.977934644,1.945158841,0.94,1.977934644,,,Share of children living in a single-parent family
New York,2021,4.3,fh-spf,2.453963081,1.955584513,1.06,2.453963081,,,Share of children living in a single-parent family
New York,2025,4.3,fh-spf,2.429806596,1.953863922,1.04,2.429806596,,,Share of children living in a single-parent family
North Carolina,2013,4.3,fh-spf,0.509508567,1.823135478,-0.5,0.509508567,,,Share of children living in a single-parent family
North Carolina,2017,4.3,fh-spf,0.621652989,1.832454462,-0.39,0.621652989,,,Share of children living in a single-parent family
North Carolina,2021,4.3,fh-spf,0.815562276,1.838886284,-0.31,0.815562276,,,Share of children living in a single-parent family
North Carolina,2025,4.3,fh-spf,1.079270648,1.857669417,-0.09,1.079270648,,,Share of children living in a single-parent family
North Dakota,2013,4.3,fh-spf,-0.148869366,1.768425546,-1.15,-0.148869366,,,Share of children living in a single-parent family
North Dakota,2017,4.3,fh-spf,-0.019924028,1.779140654,-1.02,-0.019924028,,,Share of children living in a single-parent family
North Dakota,2021,4.3,fh-spf,-0.788425286,1.724639204,-1.66,-0.788425286,,,Share of children living in a single-parent family
North Dakota,2025,4.3,fh-spf,-0.76360096,1.726407364,-1.64,-0.76360096,,,Share of children living in a single-parent family
Ohio,2013,4.3,fh-spf,0.377355822,1.81215384,-0.63,0.377355822,,,Share of children living in a single-parent family
Ohio,2017,4.3,fh-spf,0.433572785,1.816825361,-0.58,0.433572785,,,Share of children living in a single-parent family
Ohio,2021,4.3,fh-spf,0.39199732,1.808717061,-0.67,0.39199732,,,Share of children living in a single-parent family
Ohio,2025,4.3,fh-spf,0.338150099,1.804881689,-0.72,0.338150099,,,Share of children living in a single-parent family
Oklahoma,2013,4.3,fh-spf,0.337314149,1.808826455,-0.67,0.337314149,,,Share of children living in a single-parent family
Oklahoma,2017,4.3,fh-spf,0.61605483,1.831989266,-0.4,0.61605483,,,Share of children living in a single-parent family
Oklahoma,2021,4.3,fh-spf,0.638166151,1.826250906,-0.46,0.638166151,,,Share of children living in a single-parent family
Oklahoma,2025,4.3,fh-spf,0.810166403,1.838501953,-0.32,0.810166403,,,Share of children living in a single-parent family
Oregon,2013,4.3,fh-spf,0.835293213,1.850207551,-0.18,0.835293213,,,Share of children living in a single-parent family
Oregon,2017,4.3,fh-spf,1.212490808,1.88155194,0.19,1.212490808,,,Share of children living in a single-parent family
Oregon,2021,4.3,fh-spf,1.742930622,1.904939867,0.46,1.742930622,,,Share of children living in a single-parent family
Oregon,2025,4.3,fh-spf,1.564188487,1.892208617,0.31,1.564188487,,,Share of children living in a single-parent family
Pennsylvania,2013,4.3,fh-spf,0.852511006,1.851638316,-0.16,0.852511006,,,Share of children living in a single-parent family
Pennsylvania,2017,4.3,fh-spf,1.086361927,1.871070875,0.06,1.086361927,,,Share of children living in a single-parent family
Pennsylvania,2021,4.3,fh-spf,0.952495877,1.848639642,-0.2,0.952495877,,,Share of children living in a single-parent family
Pennsylvania,2025,4.3,fh-spf,1.177086739,1.864636555,-0.01,1.177086739,,,Share of children living in a single-parent family
Rhode Island,2013,4.3,fh-spf,0.719815306,1.84061156,-0.29,0.719815306,,,Share of children living in a single-parent family
Rhode Island,2017,4.3,fh-spf,0.695074224,1.838555624,-0.32,0.695074224,,,Share of children living in a single-parent family
Rhode Island,2021,4.3,fh-spf,0.859385431,1.842007672,-0.28,0.859385431,,,Share of children living in a single-parent family
Rhode Island,2025,4.3,fh-spf,1.611973271,1.89561218,0.35,1.611973271,,,Share of children living in a single-parent family
South Carolina,2013,4.3,fh-spf,0.700308269,1.838990563,-0.31,0.700308269,,,Share of children living in a single-parent family
South Carolina,2017,4.3,fh-spf,0.593564201,1.830120338,-0.42,0.593564201,,,Share of children living in a single-parent family
South Carolina,2021,4.3,fh-spf,0.940929746,1.847815822,-0.21,0.940929746,,,Share of children living in a single-parent family
South Carolina,2025,4.3,fh-spf,1.108563502,1.859755857,-0.07,1.108563502,,,Share of children living in a single-parent family
South Dakota,2013,4.3,fh-spf,0.031354635,1.783401812,-0.97,0.031354635,,,Share of children living in a single-parent family
South Dakota,2017,4.3,fh-spf,0.009834903,1.781613564,-0.99,0.009834903,,,Share of children living in a single-parent family
South Dakota,2021,4.3,fh-spf,0.029996706,1.782932875,-0.97,0.029996706,,,Share of children living in a single-parent family
South Dakota,2025,4.3,fh-spf,-0.381818327,1.753600562,-1.32,-0.381818327,,,Share of children living in a single-parent family
Tennessee,2013,4.3,fh-spf,0.489112448,1.8214406,-0.52,0.489112448,,,Share of children living in a single-parent family
Tennessee,2017,4.3,fh-spf,0.734633495,1.841842923,-0.28,0.734633495,,,Share of children living in a single-parent family
Tennessee,2021,4.3,fh-spf,1.031759956,1.854285377,-0.13,1.031759956,,,Share of children living in a single-parent family
Tennessee,2025,4.3,fh-spf,1.19708888,1.866061246,0.01,1.19708888,,,Share of children living in a single-parent family
Texas,2013,4.3,fh-spf,1.693902909,1.921556354,0.66,1.693902909,,,Share of children living in a single-parent family
Texas,2017,4.3,fh-spf,1.889184009,1.937783835,0.85,1.889184009,,,Share of children living in a single-parent family
Texas,2021,4.3,fh-spf,2.370219035,1.949619684,0.99,2.370219035,,,Share of children living in a single-parent family
Texas,2025,4.3,fh-spf,2.647522233,1.969371134,1.22,2.647522233,,,Share of children living in a single-parent family
United States,2013,4.3,fh-spf,1.274421739,1.886698281,0.25,1.274421739,,,Share of children living in a single-parent family
United States,2017,4.3,fh-spf,1.449221877,1.901223834,0.42,1.449221877,,,Share of children living in a single-parent family
United States,2021,4.3,fh-spf,1.794761191,1.908631599,0.51,1.794761191,,,Share of children living in a single-parent family
United States,2025,4.3,fh-spf,1.987146625,1.922334619,0.67,1.987146625,,,Share of children living in a single-parent family
Utah,2013,4.7,fh-time,-0.369543791,154.447218,-1.36,-0.369543791,,1,"Time spent with family while eating, exercising, or socializing"
Utah,2017,4.7,fh-time,1.577417724,186.6829361,0.55,1.577417724,,1,"Time spent with family while eating, exercising, or socializing"
Utah,2021,4.7,fh-time,0.443414818,167.907322,-0.57,0.443414818,,1,"Time spent with family while eating, exercising, or socializing"
Utah,2025,4.7,fh-time,0.623084679,170.8821045,-0.39,0.623084679,,1,"Time spent with family while eating, exercising, or socializing"
Vermont,2013,4.3,fh-spf,0.569874562,1.828151775,-0.44,0.569874562,,,Share of children living in a single-parent family
Vermont,2017,4.3,fh-spf,0.251154697,1.801666771,-0.75,0.251154697,,,Share of children living in a single-parent family
Vermont,2021,4.3,fh-spf,0.066226363,1.785513402,-0.94,0.066226363,,,Share of children living in a single-parent family
Vermont,2025,4.3,fh-spf,0.243834181,1.798163858,-0.8,0.243834181,,,Share of children living in a single-parent family
Virginia,2013,4.3,fh-spf,1.416800188,1.898529654,0.39,1.416800188,,,Share of children living in a single-parent family
Virginia,2017,4.3,fh-spf,1.406850418,1.897702848,0.38,1.406850418,,,Share of children living in a single-parent family
Virginia,2021,4.3,fh-spf,1.603377037,1.894999897,0.35,1.603377037,,,Share of children living in a single-parent family
Virginia,2025,4.3,fh-spf,1.889576172,1.915384977,0.59,1.889576172,,,Share of children living in a single-parent family
Washington,2013,4.3,fh-spf,1.077096326,1.870300921,0.06,1.077096326,,,Share of children living in a single-parent family
Washington,2017,4.3,fh-spf,1.41800223,1.898629542,0.39,1.41800223,,,Share of children living in a single-parent family
Washington,2021,4.3,fh-spf,2.127927162,1.932361982,0.79,2.127927162,,,Share of children living in a single-parent family
Washington,2025,4.3,fh-spf,2.046619718,1.926570704,0.72,2.046619718,,,Share of children living in a single-parent family
West Virginia,2013,4.3,fh-spf,0.295327234,1.805337424,-0.71,0.295327234,,,Share of children living in a single-parent family
West Virginia,2017,4.3,fh-spf,0.320489424,1.807428353,-0.69,0.320489424,,,Share of children living in a single-parent family
West Virginia,2021,4.3,fh-spf,0.64143306,1.826483598,-0.46,0.64143306,,,Share of children living in a single-parent family
West Virginia,2025,4.3,fh-spf,0.352864166,1.805929727,-0.7,0.352864166,,,Share of children living in a single-parent family
Wisconsin,2013,4.3,fh-spf,0.359819023,1.810696566,-0.65,0.359819023,,,Share of children living in a single-parent family
Wisconsin,2017,4.3,fh-spf,0.399662339,1.814007469,-0.61,0.399662339,,,Share of children living in a single-parent family
Wisconsin,2021,4.3,fh-spf,0.234607231,1.800291709,-0.77,0.234607231,,,Share of children living in a single-parent family
Wisconsin,2025,4.3,fh-spf,0.245825766,1.801223947,-0.76,0.245825766,,,Share of children living in a single-parent family
Wyoming,2013,4.3,fh-spf,0.332954451,1.808464172,-0.67,0.332954451,,1,Share of children living in a single-parent family
Wyoming,2017,4.3,fh-spf,0.174705298,1.795313974,-0.83,0.174705298,,1,Share of children living in a single-parent family
Wyoming,2021,4.3,fh-spf,0.36254968,1.806619596,-0.7,0.36254968,,1,Share of children living in a single-parent family
Wyoming,2025,4.3,fh-spf,0.099524963,1.787885158,-0.92,0.099524963,,1,Share of children living in a single-parent family
Alabama,2013,4.5,fh-tv,1.19047619,0,0,1.19047619,,,"Share of children watching 4+ hours of TV in the past week, up to 17"
Alabama,2017,4.5,fh-tv,1.19047619,0,0,1.19047619,,,"Share of children watching 4+ hours of TV in the past week, up to 17"
Alabama,2021,4.5,fh-tv,0,,,,,,"Share of children watching 4+ hours of TV in the past week, up to 17"
Alabama,2025,4.5,fh-tv,0,,,,,,"Share of children watching 4+ hours of TV in the past week, up to 17"
Alaska,2013,4.7,fh-time,0.904120548,175.5351975,-0.11,0.904120548,,,"Time spent with family while eating, exercising, or socializing"
Alaska,2017,4.7,fh-time,0.509293408,168.9980697,-0.5,0.509293408,,,"Time spent with family while eating, exercising, or socializing"
Alaska,2021,4.7,fh-time,1.827743108,186.5044395,0.54,1.827743108,,,"Time spent with family while eating, exercising, or socializing"
Alaska,2025,4.7,fh-time,2.793260932,200.2067401,1.35,2.793260932,,,"Time spent with family while eating, exercising, or socializing"
Arizona,2013,4.7,fh-time,1.080469013,178.4549879,0.06,1.080469013,,1,"Time spent with family while eating, exercising, or socializing"
Arizona,2017,4.7,fh-time,1.910280504,192.194124,0.87,1.910280504,,1,"Time spent with family while eating, exercising, or socializing"
Arizona,2021,4.7,fh-time,1.679228976,188.3686186,0.65,1.679228976,,1,"Time spent with family while eating, exercising, or socializing"
Arizona,2025,4.7,fh-time,1.03963034,177.7788246,0.02,1.03963034,,1,"Time spent with family while eating, exercising, or socializing"
Arkansas,2013,4.7,fh-time,0.168849146,163.3613556,-0.83,0.168849146,,,"Time spent with family while eating, exercising, or socializing"
Arkansas,2017,4.7,fh-time,1.893315471,191.9132351,0.86,1.893315471,,,"Time spent with family while eating, exercising, or socializing"
Arkansas,2021,4.7,fh-time,0.57556699,168.733982,-0.52,0.57556699,,,"Time spent with family while eating, exercising, or socializing"
Arkansas,2025,4.7,fh-time,1.166496898,177.1202582,-0.02,1.166496898,,,"Time spent with family while eating, exercising, or socializing"
California,2013,4.7,fh-time,0.528871699,169.3222262,-0.48,0.528871699,,,"Time spent with family while eating, exercising, or socializing"
California,2017,4.7,fh-time,0.952845935,176.3419407,-0.07,0.952845935,,,"Time spent with family while eating, exercising, or socializing"
California,2021,4.7,fh-time,0.74118073,171.0843159,-0.38,0.74118073,,,"Time spent with family while eating, exercising, or socializing"
California,2025,4.7,fh-time,0.688470748,170.3362737,-0.42,0.688470748,,,"Time spent with family while eating, exercising, or socializing"
Colorado,2013,4.7,fh-time,-0.439634298,153.2867339,-1.43,-0.439634298,,1,"Time spent with family while eating, exercising, or socializing"
Colorado,2017,4.7,fh-time,0.501327775,168.8661832,-0.51,0.501327775,,1,"Time spent with family while eating, exercising, or socializing"
Colorado,2021,4.7,fh-time,-0.590046102,150.7963752,-1.58,-0.590046102,,1,"Time spent with family while eating, exercising, or socializing"
Colorado,2025,4.7,fh-time,0.439827366,167.8479248,-0.57,0.439827366,,1,"Time spent with family while eating, exercising, or socializing"
Connecticut,2013,4.7,fh-time,0.432914,167.7334607,-0.58,0.432914,,,"Time spent with family while eating, exercising, or socializing"
Connecticut,2017,4.7,fh-time,0.309617694,165.6920515,-0.7,0.309617694,,,"Time spent with family while eating, exercising, or socializing"
Connecticut,2021,4.7,fh-time,-0.468842871,153.9120725,-1.39,-0.468842871,,,"Time spent with family while eating, exercising, or socializing"
Connecticut,2025,4.7,fh-time,1.399479958,180.4266746,0.18,1.399479958,,,"Time spent with family while eating, exercising, or socializing"
Delaware,2013,4.7,fh-time,0.421963288,167.5521504,-0.59,0.421963288,,,"Time spent with family while eating, exercising, or socializing"
Delaware,2017,4.7,fh-time,2.126450734,195.7732408,1.08,2.126450734,,,"Time spent with family while eating, exercising, or socializing"
Delaware,2021,4.7,fh-time,1.049340638,175.4576164,-0.12,1.049340638,,,"Time spent with family while eating, exercising, or socializing"
Delaware,2025,4.7,fh-time,2.709262771,199.0146667,1.28,2.709262771,,,"Time spent with family while eating, exercising, or socializing"
District of Columbia,2013,4.7,fh-time,-0.749466566,148.1568607,-1.73,-0.749466566,,,"Time spent with family while eating, exercising, or socializing"
District of Columbia,2017,4.7,fh-time,-3.228161355,107.1172685,-4.16,-3.228161355,,,"Time spent with family while eating, exercising, or socializing"
District of Columbia,2021,4.7,fh-time,-4.803597275,92.39471248,-5.04,-4.803597275,,,"Time spent with family while eating, exercising, or socializing"
District of Columbia,2025,4.7,fh-time,-5.53871888,81.96211671,-5.65,-5.53871888,,,"Time spent with family while eating, exercising, or socializing"
Florida,2013,4.7,fh-time,0.676749174,171.7706241,-0.34,0.676749174,,,"Time spent with family while eating, exercising, or socializing"
Florida,2017,4.7,fh-time,0.912566793,175.6750415,-0.11,0.912566793,,,"Time spent with family while eating, exercising, or socializing"
Florida,2021,4.7,fh-time,0.529746689,168.0837159,-0.56,0.529746689,,,"Time spent with family while eating, exercising, or socializing"
Florida,2025,4.7,fh-time,1.436245147,180.9484336,0.21,1.436245147,,,"Time spent with family while eating, exercising, or socializing"
Georgia,2013,4.7,fh-time,0.477895832,168.478222,-0.53,0.477895832,,,"Time spent with family while eating, exercising, or socializing"
