State,Year,Column1,Metric,Data,Datum,Raw Data,Adjusted Data,Bookmark,Mountain States,Metric Name
Alabama,2013,1.3,ce-ao,1.909101982,0.281334515,-0.2,1.909101982,,,"Number of advocacy organizations per 100,000 people"
Alabama,2017,1.3,ce-ao,1.912499398,0.292650589,-0.2,1.912499398,,,"Number of advocacy organizations per 100,000 people"
Alabama,2021,1.3,ce-ao,1.894370132,0.232265833,-0.2,1.894370132,,,"Number of advocacy organizations per 100,000 people"
Alabama,2025,1.3,ce-ao,1.927903799,0.343959398,-0.19,1.927903799,,,"Number of advocacy organizations per 100,000 people"
Alaska,2013,1,Civic Engagement,11.87765753,,0.662872054,11.87765753,,,
Alabama,2013,1.1,ce-vt,2.144965139,0.619,-0.1,2.144965139,2013 Data,,Voter turnout
Alabama,2017,1.1,ce-vt,0.071147223,0.57383,-0.97,0.071147223,2017 Data,,Voter turnout
Alabama,2021,1.1,ce-vt,1.502205546,0.605,-0.37,1.502205546,2021 Data,,Voter turnout
Arizona,2013,1,Civic Engagement,2.517604211,,-0.647535411,2.517604211,,1,
Alabama,2025,1.1,ce-vt,0.781396574,0.5893,-0.67,0.781396574,2021 Data,,Voter turnout
Alabama,2013,1,Civic Engagement,4.47101176,,-0.374058354,4.47101176,2013 Index,,
Alabama,2017,1,Civic Engagement,2.878913976,,-0.596952043,2.878913976,2017 Index,,
Arkansas,2013,1,Civic Engagement,-0.073729245,,-1.010322094,-0.073729245,,,
Alabama,2021,1,Civic Engagement,5.335981008,,-0.252962659,5.335981008,2021 Index,,
Alabama,2025,1,Civic Engagement,2.489102698,,-0.651525622,2.489102698,2025 Index,,
Alabama,2013,3.-,cl-cdd,1.064473535,0.247531948,0.19,1.064473535,,,
California,2013,1,Civic Engagement,3.641562868,,-0.490181198,3.641562868,,,
Alaska,2013,1.1,ce-vt,0.538066156,0.584,-0.77,0.538066156,,,Voter turnout
Alaska,2013,1.2,cv-pm,8.866325479,0.182384342,2.72,8.866325479,,,Share of citizens reporting attending public meeting
Alaska,2013,1.3,ce-ao,2.473265894,2.160445392,0.04,2.473265894,,,"Number of advocacy organizations per 100,000 people"
Colorado,2013,1,Civic Engagement,13.56228709,,0.898720192,13.56228709,,1,
Alaska,2017,1.1,ce-vt,1.88386701,0.613313,-0.21,1.88386701,,,Voter turnout
Alaska,2017,1.2,cv-pm,6.374662898,0.149330587,1.68,6.374662898,,,Share of citizens reporting attending public meeting
Alaska,2017,1.3,ce-ao,2.704824467,2.931718109,0.14,2.704824467,,,"Number of advocacy organizations per 100,000 people"
Connecticut,2013,1,Civic Engagement,7.304619178,,0.022646685,7.304619178,,,
Alaska,2021,1.1,ce-vt,3.017281729,0.638,0.27,3.017281729,,,Voter turnout
Alaska,2021,1.2,cv-pm,8.238112726,0.174050633,2.46,8.238112726,,,Share of citizens reporting attending public meeting
Alaska,2021,1.3,ce-ao,2.552793228,2.425334153,0.07,2.552793228,,,"Number of advocacy organizations per 100,000 people"
Delaware,2013,1,Civic Engagement,12.52491288,,0.753487803,12.52491288,,,
Alaska,2025,1.1,ce-vt,5.72146316,0.6969,1.4,5.72146316,,,Voter turnout
Alaska,2025,1.2,cv-pm,4.794433492,0.12836767,1.01,4.794433492,,,Share of citizens reporting attending public meeting
Alaska,2025,1.3,ce-ao,2.521918467,2.322496841,0.06,2.521918467,,,"Number of advocacy organizations per 100,000 people"
District of Columbia,2013,1,Civic Engagement,#VALUE!,,#VALUE!,#VALUE!,,,
Arizona,2013,1.1,ce-vt,-0.609718831,0.559,-1.26,-0.609718831,,1,Voter turnout
Arizona,2013,1.2,cv-pm,1.110241562,0.079494128,-0.53,1.110241562,,1,Share of citizens reporting attending public meeting
Arizona,2013,1.3,ce-ao,2.01708148,0.640991425,-0.15,2.01708148,,1,"Number of advocacy organizations per 100,000 people"
Florida,2013,1,Civic Engagement,4.260341029,,-0.403552256,4.260341029,,,
Arizona,2017,1.1,ce-vt,1.455008627,0.603972,-0.39,1.455008627,,1,Voter turnout
Arizona,2017,1.2,cv-pm,-0.784085596,0.054364472,-1.33,-0.784085596,,1,Share of citizens reporting attending public meeting
Arizona,2017,1.3,ce-ao,2.121061783,0.987327861,-0.11,2.121061783,,1,"Number of advocacy organizations per 100,000 people"
Georgia,2013,1,Civic Engagement,5.456829678,,-0.236043845,5.456829678,,,
Arizona,2021,1.1,ce-vt,6.736105089,0.719,1.83,6.736105089,,1,Voter turnout
Arizona,2021,1.2,cv-pm,2.070146432,0.092227979,-0.13,2.070146432,,1,Share of citizens reporting attending public meeting
Arizona,2021,1.3,ce-ao,2.233210464,1.36087144,-0.06,2.233210464,,1,"Number of advocacy organizations per 100,000 people"
Hawaii,2013,1,Civic Engagement,-0.07287267,,-1.010202174,-0.07287267,,,
Arizona,2025,1.1,ce-vt,2.92545893,0.636,0.23,2.92545893,,1,Voter turnout
Arizona,2025,1.2,cv-pm,1.737765314,0.087818697,-0.27,1.737765314,,1,Share of citizens reporting attending public meeting
Arizona,2025,1.3,ce-ao,2.044496226,0.732304156,-0.14,2.044496226,,1,"Number of advocacy organizations per 100,000 people"
Idaho,2013,1,Civic Engagement,11.88094611,,0.663332455,11.88094611,,1,
Arkansas,2013,1.1,ce-vt,-1.803415218,0.533,-1.76,-1.803415218,,,Voter turnout
Arkansas,2013,1.2,cv-pm,-0.146551633,0.062821833,-1.06,-0.146551633,,,Share of citizens reporting attending public meeting
Arkansas,2013,1.3,ce-ao,1.876237607,0.171870219,-0.21,1.876237607,,,"Number of advocacy organizations per 100,000 people"
Illinois,2013,1,Civic Engagement,5.925025146,,-0.17049648,5.925025146,,,
Arkansas,2017,1.1,ce-vt,0.661246441,0.586683,-0.72,0.661246441,,,Voter turnout
Arkansas,2017,1.2,cv-pm,0.538091126,0.071904128,-0.77,0.538091126,,,Share of citizens reporting attending public meeting
Arkansas,2017,1.3,ce-ao,1.891371044,0.222276504,-0.21,1.891371044,,,"Number of advocacy organizations per 100,000 people"
Indiana,2013,1,Civic Engagement,3.541872501,,-0.50413785,3.541872501,,,
Arkansas,2021,1.1,ce-vt,-1.482035422,0.54,-1.62,-1.482035422,,,Voter turnout
Arkansas,2021,1.2,cv-pm,2.764221966,0.101435407,0.16,2.764221966,,,Share of citizens reporting attending public meeting
Arkansas,2021,1.3,ce-ao,1.881997812,0.191056249,-0.21,1.881997812,,,"Number of advocacy organizations per 100,000 people"
Iowa,2013,1,Civic Engagement,12.79472191,,0.791261068,12.79472191,,,
Arkansas,2025,1.1,ce-vt,-1.720774699,0.5348,-1.72,-1.720774699,,,Voter turnout
Arkansas,2025,1.2,cv-pm,0.096694023,0.066048667,-0.96,0.096694023,,,Share of citizens reporting attending public meeting
Arkansas,2025,1.3,ce-ao,1.882333944,0.192175833,-0.21,1.882333944,,,"Number of advocacy organizations per 100,000 people"
Kansas,2013,1,Civic Engagement,8.39841652,,0.175778313,8.39841652,,,
California,2013,1.1,ce-vt,0.124863561,0.575,-0.95,0.124863561,,,Voter turnout
California,2013,1.2,cv-pm,1.539497073,0.085188521,-0.35,1.539497073,,,Share of citizens reporting attending public meeting
California,2013,1.3,ce-ao,1.977202234,0.508162078,-0.17,1.977202234,,,"Number of advocacy organizations per 100,000 people"
Kentucky,2013,1,Civic Engagement,2.896115209,,-0.594543871,2.896115209,,,
California,2017,1.1,ce-vt,0.317507793,0.579196,-0.87,0.317507793,,,Voter turnout
California,2017,1.2,cv-pm,0.727536232,0.074417258,-0.69,0.727536232,,,Share of citizens reporting attending public meeting
California,2017,1.3,ce-ao,2.039636744,0.716118247,-0.14,2.039636744,,,"Number of advocacy organizations per 100,000 people"
Louisiana,2013,1,Civic Engagement,8.468116106,,0.185536255,8.468116106,,,
California,2021,1.1,ce-vt,3.614129923,0.651,0.52,3.614129923,,,Voter turnout
California,2021,1.2,cv-pm,3.068930498,0.105477592,0.29,3.068930498,,,Share of citizens reporting attending public meeting
California,2021,1.3,ce-ao,2.004545509,0.599236754,-0.16,2.004545509,,,"Number of advocacy organizations per 100,000 people"
Maine,2013,1,Civic Engagement,14.68742616,,1.056239663,14.68742616,,,
California,2025,1.1,ce-vt,2.218423378,0.6206,-0.07,2.218423378,,,Voter turnout
California,2025,1.2,cv-pm,1.427485864,0.08370261,-0.4,1.427485864,,,Share of citizens reporting attending public meeting
California,2025,1.3,ce-ao,2.049785862,0.749922816,-0.14,2.049785862,,,"Number of advocacy organizations per 100,000 people"
Maryland,2013,1,Civic Engagement,8.092766852,,0.132987359,8.092766852,,,
Colorado,2013,1.1,ce-vt,6.047434096,0.704,1.54,6.047434096,,1,Voter turnout
Colorado,2013,1.2,cv-pm,4.784140043,0.12823112,1.01,4.784140043,,1,Share of citizens reporting attending public meeting
Colorado,2013,1.3,ce-ao,2.730712948,3.017947175,0.15,2.730712948,,1,"Number of advocacy organizations per 100,000 people"
Massachusetts,2013,1,Civic Engagement,12.93161218,,0.810425706,12.93161218,,,
Colorado,2017,1.1,ce-vt,5.629089424,0.694888,1.36,5.629089424,,1,Voter turnout
Colorado,2017,1.2,cv-pm,2.732938491,0.101020408,0.15,2.732938491,,1,Share of citizens reporting attending public meeting
Colorado,2017,1.3,ce-ao,2.096162925,0.904395022,-0.12,2.096162925,,1,"Number of advocacy organizations per 100,000 people"
Michigan,2013,1,Civic Engagement,8.754633159,,0.225648642,8.754633159,,,
Colorado,2021,1.1,ce-vt,4.76191491,0.676,1,4.76191491,,1,Voter turnout
Colorado,2021,1.2,cv-pm,6.650145975,0.152985075,1.79,6.650145975,,1,Share of citizens reporting attending public meeting
Colorado,2021,1.3,ce-ao,2.019992877,0.650688674,-0.15,2.019992877,,1,"Number of advocacy organizations per 100,000 people"
Minnesota,2013,1,Civic Engagement,14.76493657,,1.06709112,14.76493657,,,
Colorado,2025,1.1,ce-vt,7.296224163,0.7312,2.06,7.296224163,,1,Voter turnout
Colorado,2025,1.2,cv-pm,3.095611387,0.105831533,0.3,3.095611387,,1,Share of citizens reporting attending public meeting
Colorado,2025,1.3,ce-ao,2.017698238,0.643045715,-0.15,2.017698238,,1,"Number of advocacy organizations per 100,000 people"
Mississippi,2013,1,Civic Engagement,12.12010367,,0.696814513,12.12010367,,,
Connecticut,2013,1.1,ce-vt,2.512256335,0.627,0.06,2.512256335,,,Voter turnout
Connecticut,2013,1.2,cv-pm,2.818926291,0.1021611,0.18,2.818926291,,,Share of citizens reporting attending public meeting
Connecticut,2013,1.3,ce-ao,1.973436552,0.495619386,-0.17,1.973436552,,,"Number of advocacy organizations per 100,000 people"
Missouri,2013,1,Civic Engagement,5.718382153,,-0.199426499,5.718382153,,,
Connecticut,2017,1.1,ce-vt,3.04946562,0.638701,0.28,3.04946562,,,Voter turnout
Connecticut,2017,1.2,cv-pm,4.002454615,0.117861482,0.68,4.002454615,,,Share of citizens reporting attending public meeting
Connecticut,2017,1.3,ce-ao,1.909110541,0.281363023,-0.2,1.909110541,,,"Number of advocacy organizations per 100,000 people"
Montana,2013,1,Civic Engagement,13.0854637,,0.831964918,13.0854637,,1,
Connecticut,2021,1.1,ce-vt,4.302800915,0.666,0.81,4.302800915,,,Voter turnout
Connecticut,2021,1.2,cv-pm,5.886680858,0.142857143,1.47,5.886680858,,,Share of citizens reporting attending public meeting
Connecticut,2021,1.3,ce-ao,1.902145725,0.25816469,-0.2,1.902145725,,,"Number of advocacy organizations per 100,000 people"
Nebraska,2013,1,Civic Engagement,7.993592004,,0.119102881,7.993592004,,,
Connecticut,2025,1.1,ce-vt,4.523175633,0.6708,0.9,4.523175633,,,Voter turnout
Connecticut,2025,1.2,cv-pm,3.954466197,0.11722488,0.66,3.954466197,,,Share of citizens reporting attending public meeting
Connecticut,2025,1.3,ce-ao,1.890141044,0.218179635,-0.21,1.890141044,,,"Number of advocacy organizations per 100,000 people"
Nevada,2013,1,Civic Engagement,3.121638967,,-0.562970545,3.121638967,,1,
Delaware,2013,1.1,ce-vt,4.624180712,0.673,0.94,4.624180712,,,Voter turnout
Delaware,2013,1.2,cv-pm,5.992778163,0.144264602,1.52,5.992778163,,,Share of citizens reporting attending public meeting
Delaware,2013,1.3,ce-ao,1.907954007,0.277510851,-0.2,1.907954007,,,"Number of advocacy organizations per 100,000 people"
New Hampshire,2013,1,Civic Engagement,15.11396886,,1.115955641,15.11396886,,,
Delaware,2017,1.1,ce-vt,2.32773842,0.622981,-0.02,2.32773842,,,Voter turnout
Delaware,2017,1.2,cv-pm,2.897178541,0.103199174,0.22,2.897178541,,,Share of citizens reporting attending public meeting
Delaware,2017,1.3,ce-ao,1.961601621,0.456199728,-0.18,1.961601621,,,"Number of advocacy organizations per 100,000 people"
New Jersey,2013,1,Civic Engagement,5.321548097,,-0.254983266,5.321548097,,,
Delaware,2021,1.1,ce-vt,4.80782631,0.677,1.02,4.80782631,,,Voter turnout
Delaware,2021,1.2,cv-pm,4.477892153,0.124168514,0.88,4.477892153,,,Share of citizens reporting attending public meeting
Delaware,2021,1.3,ce-ao,1.938546858,0.379409181,-0.19,1.938546858,,,"Number of advocacy organizations per 100,000 people"
New Mexico,2013,1,Civic Engagement,7.573523572,,0.0602933,7.573523572,,1,
Delaware,2025,1.1,ce-vt,4.495628793,0.6702,0.89,4.495628793,,,Voter turnout
Delaware,2025,1.2,cv-pm,2.668395964,0.100164204,0.12,2.668395964,,,Share of citizens reporting attending public meeting
Delaware,2025,1.3,ce-ao,1.938935039,0.380702128,-0.19,1.938935039,,,"Number of advocacy organizations per 100,000 people"
New York,2013,1,Civic Engagement,4.832365784,,-0.32346879,4.832365784,,,
District of Columbia,2013,1.1,ce-vt,8.572561069,0.759,2.6,8.572561069,,,Voter turnout
District of Columbia,2013,1.2,cv-pm,#VALUE!,,,#VALUE!,,,Share of citizens reporting attending public meeting
District of Columbia,2013,1.3,ce-ao,23.26345335,71.40817035,8.77,23.26345335,,,"Number of advocacy organizations per 100,000 people"
North Carolina,2013,1,Civic Engagement,9.306022784,,0.30284319,9.306022784,,,
District of Columbia,2017,1.1,ce-vt,7.854644515,0.743363,2.3,7.854644515,,,Voter turnout
District of Columbia,2017,1.2,cv-pm,#VALUE!,,,#VALUE!,,,Share of citizens reporting attending public meeting
District of Columbia,2017,1.3,ce-ao,19.34347886,58.35156296,7.12,19.34347886,,,"Number of advocacy organizations per 100,000 people"
North Dakota,2013,1,Civic Engagement,11.06857973,,0.549601163,11.06857973,,,
District of Columbia,2021,1.1,ce-vt,12.29138443,0.84,4.16,12.29138443,,,Voter turnout
District of Columbia,2021,1.2,cv-pm,#VALUE!,,,#VALUE!,,,Share of citizens reporting attending public meeting
District of Columbia,2021,1.3,ce-ao,10.29147165,28.20123808,3.32,10.29147165,,,"Number of advocacy organizations per 100,000 people"
Ohio,2013,1,Civic Engagement,5.232475727,,-0.267453398,5.232475727,,,
District of Columbia,2025,1.1,ce-vt,2.91168551,0.6357,0.22,2.91168551,,,Voter turnout
District of Columbia,2025,1.2,cv-pm,#VALUE!,,,#VALUE!,,,Share of citizens reporting attending public meeting
District of Columbia,2025,1.3,ce-ao,19.00427134,57.22173433,6.98,19.00427134,,,"Number of advocacy organizations per 100,000 people"
Oklahoma,2013,1,Civic Engagement,0.881448931,,-0.87659715,0.881448931,,,
Florida,2013,1.1,ce-vt,1.639939744,0.608,-0.31,1.639939744,,,Voter turnout
Florida,2013,1.2,cv-pm,0.293167692,0.068655037,-0.88,0.293167692,,,Share of citizens reporting attending public meeting
Florida,2013,1.3,ce-ao,2.327233593,1.67404263,-0.02,2.327233593,,,"Number of advocacy organizations per 100,000 people"
Oregon,2013,1,Civic Engagement,11.67947426,,0.635126397,11.67947426,,,
Florida,2017,1.1,ce-vt,1.021559104,0.594531,-0.57,1.021559104,,,Voter turnout
Florida,2017,1.2,cv-pm,-0.583459874,0.057025921,-1.25,-0.583459874,,,Share of citizens reporting attending public meeting
Florida,2017,1.3,ce-ao,2.426478709,2.004607159,0.02,2.426478709,,,"Number of advocacy organizations per 100,000 people"
Pennsylvania,2013,1,Civic Engagement,6.060464781,,-0.151534931,6.060464781,,,
Florida,2021,1.1,ce-vt,2.236787938,0.621,-0.06,2.236787938,,,Voter turnout
Florida,2021,1.2,cv-pm,1.768259527,0.088223225,-0.26,1.768259527,,,Share of citizens reporting attending public meeting
Florida,2021,1.3,ce-ao,2.350329804,1.750971233,-0.01,2.350329804,,,"Number of advocacy organizations per 100,000 people"
Rhode Island,2013,1,Civic Engagement,8.875770107,,0.242607815,8.875770107,,,
Florida,2025,1.1,ce-vt,4.353303455,0.6671,0.83,4.353303455,,,Voter turnout
Florida,2025,1.2,cv-pm,1.609868242,0.086122047,-0.32,1.609868242,,,Share of citizens reporting attending public meeting
Florida,2025,1.3,ce-ao,2.339117093,1.71362406,-0.02,2.339117093,,,"Number of advocacy organizations per 100,000 people"
South Carolina,2013,1,Civic Engagement,6.549329737,,-0.083093837,6.549329737,,,
Georgia,2013,1.1,ce-vt,2.144965139,0.619,-0.1,2.144965139,,,Voter turnout
Georgia,2013,1.2,cv-pm,1.327680275,0.082378614,-0.44,1.327680275,,,Share of citizens reporting attending public meeting
Georgia,2013,1.3,ce-ao,1.984184264,0.531417743,-0.17,1.984184264,,,"Number of advocacy organizations per 100,000 people"
South Dakota,2013,1,Civic Engagement,10.92555651,,0.529577911,10.92555651,,,
Georgia,2017,1.1,ce-vt,1.384167338,0.602429,-0.42,1.384167338,,,Voter turnout
Georgia,2017,1.2,cv-pm,0.674023426,0.073707371,-0.72,0.674023426,,,Share of citizens reporting attending public meeting
Georgia,2017,1.3,ce-ao,2.060987735,0.787233891,-0.13,2.060987735,,,"Number of advocacy organizations per 100,000 people"
Tennessee,2013,1,Civic Engagement,2.607003325,,-0.635019534,2.607003325,,,
Georgia,2021,1.1,ce-vt,4.073243918,0.661,0.71,4.073243918,,,Voter turnout
Georgia,2021,1.2,cv-pm,3.037328354,0.105058366,0.28,3.037328354,,,Share of citizens reporting attending public meeting
Georgia,2021,1.3,ce-ao,1.9938156,0.563497692,-0.16,1.9938156,,,"Number of advocacy organizations per 100,000 people"
Texas,2013,1,Civic Engagement,1.544023835,,-0.783836663,1.544023835,,,
Georgia,2025,1.1,ce-vt,5.064930147,0.6826,1.13,5.064930147,,,Voter turnout
Georgia,2025,1.2,cv-pm,4.000162369,0.117831074,0.68,4.000162369,,,Share of citizens reporting attending public meeting
Georgia,2025,1.3,ce-ao,2.000755572,0.586613272,-0.16,2.000755572,,,"Number of advocacy organizations per 100,000 people"
United States,2013,1,Civic Engagement,7.502850274,,0.050399038,7.502850274,,,
Hawaii,2013,1.1,ce-vt,-2.58390901,0.516,-2.09,-2.58390901,,,Voter turnout
Hawaii,2013,1.2,cv-pm,0.363993581,0.069594595,-0.85,0.363993581,,,Share of citizens reporting attending public meeting
Hawaii,2013,1.3,ce-ao,2.147042758,1.073865004,-0.1,2.147042758,,,"Number of advocacy organizations per 100,000 people"
Utah,2013,1.3,ce-ao,1.913497591,0.295975361,-0.2,1.913497591,,1,"Number of advocacy organizations per 100,000 people"
Hawaii,2017,1.1,ce-vt,-4.571780785,0.472702,-2.92,-4.571780785,,,Voter turnout
Hawaii,2017,1.2,cv-pm,0.776179892,0.075062552,-0.67,0.776179892,,,Share of citizens reporting attending public meeting
Hawaii,2017,1.3,ce-ao,2.106673832,0.939404635,-0.12,2.106673832,,,"Number of advocacy organizations per 100,000 people"
Vermont,2013,1,Civic Engagement,15.3996768,,1.155954752,15.3996768,,,
Hawaii,2021,1.1,ce-vt,3.246838727,0.643,0.36,3.246838727,,,Voter turnout
Hawaii,2021,1.2,cv-pm,4.159455219,0.119944212,0.75,4.159455219,,,Share of citizens reporting attending public meeting
Hawaii,2021,1.3,ce-ao,2.058123646,0.777694216,-0.14,2.058123646,,,"Number of advocacy organizations per 100,000 people"
Virginia,2013,1,Civic Engagement,8.972973767,,0.256216327,8.972973767,,,
Hawaii,2025,1.1,ce-vt,-3.194530623,0.5027,-2.34,-3.194530623,,,Voter turnout
Hawaii,2025,1.2,cv-pm,3.2842024,0.108333333,0.38,3.2842024,,,Share of citizens reporting attending public meeting
Hawaii,2025,1.3,ce-ao,2.074805226,0.833257036,-0.13,2.074805226,,,"Number of advocacy organizations per 100,000 people"
Washington,2013,1,Civic Engagement,9.296931023,,0.301570343,9.296931023,,,
Idaho,2013,1.1,ce-vt,3.063193129,0.639,0.29,3.063193129,,1,Voter turnout
Idaho,2013,1.2,cv-pm,6.840885094,0.155515371,1.87,6.840885094,,1,Share of citizens reporting attending public meeting
Idaho,2013,1.3,ce-ao,1.976867886,0.507048434,-0.17,1.976867886,,1,"Number of advocacy organizations per 100,000 people"
West Virginia,2013,1,Civic Engagement,-3.432964825,,-1.480615076,-3.432964825,,,
Idaho,2017,1.1,ce-vt,2.222830872,0.620696,-0.07,2.222830872,,1,Voter turnout
Idaho,2017,1.2,cv-pm,0.907865044,0.076809453,-0.62,0.907865044,,1,Share of citizens reporting attending public meeting
Idaho,2017,1.3,ce-ao,1.997132158,0.574544445,-0.16,1.997132158,,1,"Number of advocacy organizations per 100,000 people"
Wisconsin,2013,1,Civic Engagement,14.08790488,,0.972306683,14.08790488,,1,
Idaho,2021,1.1,ce-vt,3.522307124,0.649,0.48,3.522307124,,1,Voter turnout
Idaho,2021,1.2,cv-pm,3.592719026,0.112426036,0.51,3.592719026,,1,Share of citizens reporting attending public meeting
Idaho,2021,1.3,ce-ao,1.972569754,0.492732264,-0.17,1.972569754,,1,"Number of advocacy organizations per 100,000 people"
Wyoming,2013,1,Civic Engagement,7.252600273,,0.015364038,7.252600273,,,
Idaho,2025,1.1,ce-vt,2.852000691,0.6344,0.2,2.852000691,,1,Voter turnout
Idaho,2025,1.2,cv-pm,4.519585193,0.124721604,0.9,4.519585193,,1,Share of citizens reporting attending public meeting
Idaho,2025,1.3,ce-ao,1.939536968,0.382707027,-0.19,1.939536968,,1,"Number of advocacy organizations per 100,000 people"
Alabama,2017,3.-,cl-cdd,0.736958319,0.226806182,-0.17,0.736958319,,,
Illinois,2013,1.1,ce-vt,1.961319541,0.615,-0.18,1.961319541,,,Voter turnout
Illinois,2013,1.2,cv-pm,1.944368422,0.090559441,-0.18,1.944368422,,,Share of citizens reporting attending public meeting
Illinois,2013,1.3,ce-ao,2.019337183,0.648504696,-0.15,2.019337183,,,"Number of advocacy organizations per 100,000 people"
Alaska,2017,1,Civic Engagement,10.96335437,,0.534869612,10.96335437,,,
Illinois,2017,1.1,ce-vt,2.998733524,0.637596,0.26,2.998733524,,,Voter turnout
Illinois,2017,1.2,cv-pm,0.976209869,0.077716098,-0.59,0.976209869,,,Share of citizens reporting attending public meeting
Illinois,2017,1.3,ce-ao,2.02437694,0.665291063,-0.15,2.02437694,,,"Number of advocacy organizations per 100,000 people"
Arizona,2017,1,Civic Engagement,2.791984814,,-0.609122126,2.791984814,,1,
Illinois,2021,1.1,ce-vt,5.129206106,0.684,1.15,5.129206106,,,Voter turnout
Illinois,2021,1.2,cv-pm,4.16556543,0.120025268,0.75,4.16556543,,,Share of citizens reporting attending public meeting
Illinois,2021,1.3,ce-ao,2.017980417,0.643985594,-0.15,2.017980417,,,"Number of advocacy organizations per 100,000 people"
Arkansas,2017,1,Civic Engagement,3.090708612,,-0.567300794,3.090708612,,,
Illinois,2025,1.1,ce-vt,2.764769032,0.6325,0.16,2.764769032,,,Voter turnout
Illinois,2025,1.2,cv-pm,3.952975784,0.117205109,0.66,3.952975784,,,Share of citizens reporting attending public meeting
Illinois,2025,1.3,ce-ao,2.027440851,0.675496302,-0.15,2.027440851,,,"Number of advocacy organizations per 100,000 people"
California,2017,1,Civic Engagement,3.084680769,,-0.568144692,3.084680769,,,
Indiana,2013,1.1,ce-vt,0.951268752,0.593,-0.6,0.951268752,,,Voter turnout
Indiana,2013,1.2,cv-pm,0.69401718,0.073972603,-0.71,0.69401718,,,Share of citizens reporting attending public meeting
Indiana,2013,1.3,ce-ao,1.896586569,0.239648317,-0.2,1.896586569,,,"Number of advocacy organizations per 100,000 people"
Colorado,2017,1,Civic Engagement,10.45819084,,0.464146718,10.45819084,,1,
Indiana,2017,1.1,ce-vt,0.483936616,0.582821,-0.8,0.483936616,,,Voter turnout
Indiana,2017,1.2,cv-pm,1.692486901,0.087218045,-0.29,1.692486901,,,Share of citizens reporting attending public meeting
Indiana,2017,1.3,ce-ao,1.936014096,0.370973086,-0.19,1.936014096,,,"Number of advocacy organizations per 100,000 people"
Connecticut,2017,1,Civic Engagement,8.961030776,,0.254544309,8.961030776,,,
Indiana,2021,1.1,ce-vt,1.731762543,0.61,-0.27,1.731762543,,,Voter turnout
Indiana,2021,1.2,cv-pm,2.532440675,0.098360656,0.06,2.532440675,,,Share of citizens reporting attending public meeting
Indiana,2021,1.3,ce-ao,1.915022037,0.301052969,-0.2,1.915022037,,,"Number of advocacy organizations per 100,000 people"
Delaware,2017,1,Civic Engagement,7.186518582,,0.006112602,7.186518582,,,
Indiana,2025,1.1,ce-vt,0.648253515,0.5864,-0.73,0.648253515,,,Voter turnout
Indiana,2025,1.2,cv-pm,1.118372413,0.07960199,-0.53,1.118372413,,,Share of citizens reporting attending public meeting
Indiana,2025,1.3,ce-ao,1.910635416,0.286442059,-0.2,1.910635416,,,"Number of advocacy organizations per 100,000 people"
District of Columbia,2017,1,Civic Engagement,#VALUE!,,#VALUE!,#VALUE!,,,
Iowa,2013,1.1,ce-vt,5.588320101,0.694,1.35,5.588320101,,,Voter turnout
Iowa,2013,1.2,cv-pm,5.193634359,0.133663366,1.18,5.193634359,,,Share of citizens reporting attending public meeting
Iowa,2013,1.3,ce-ao,2.012767454,0.626622314,-0.15,2.012767454,,,"Number of advocacy organizations per 100,000 people"
Florida,2017,1,Civic Engagement,2.86457794,,-0.598959088,2.86457794,,,
Iowa,2017,1.1,ce-vt,2.850393792,0.634365,0.2,2.850393792,,,Voter turnout
Iowa,2017,1.2,cv-pm,1.579130307,0.085714286,-0.34,1.579130307,,,Share of citizens reporting attending public meeting
Iowa,2017,1.3,ce-ao,1.945278741,0.401831662,-0.18,1.945278741,,,"Number of advocacy organizations per 100,000 people"
Georgia,2017,1,Civic Engagement,4.119178499,,-0.42331501,4.119178499,,,
Iowa,2021,1.1,ce-vt,6.093345496,0.705,1.56,6.093345496,,,Voter turnout
Iowa,2021,1.2,cv-pm,3.438565729,0.110381078,0.44,3.438565729,,,Share of citizens reporting attending public meeting
Iowa,2021,1.3,ce-ao,1.939223933,0.381664374,-0.19,1.939223933,,,"Number of advocacy organizations per 100,000 people"
Hawaii,2017,1,Civic Engagement,-1.688927061,,-1.236449789,-1.688927061,,,
Iowa,2025,1.1,ce-vt,6.221897414,0.7078,1.61,6.221897414,,,Voter turnout
Iowa,2025,1.2,cv-pm,2.420448774,0.096875,0.02,2.420448774,,,Share of citizens reporting attending public meeting
Iowa,2025,1.3,ce-ao,1.917806961,0.310328962,-0.19,1.917806961,,,"Number of advocacy organizations per 100,000 people"
Idaho,2017,1,Civic Engagement,5.127828075,,-0.28210407,5.127828075,,1,
Kansas,2013,1.1,ce-vt,2.787724732,0.633,0.17,2.787724732,,,Voter turnout
Kansas,2013,1.2,cv-pm,3.709746709,0.113978495,0.56,3.709746709,,,Share of citizens reporting attending public meeting
Kansas,2013,1.3,ce-ao,1.900945079,0.254165593,-0.2,1.900945079,,,"Number of advocacy organizations per 100,000 people"
Illinois,2017,1,Civic Engagement,5.999320334,,-0.160095153,5.999320334,,,
Kansas,2017,1.1,ce-vt,1.853106372,0.612643,-0.22,1.853106372,,,Voter turnout
Kansas,2017,1.2,cv-pm,1.71643092,0.08753568,-0.28,1.71643092,,,Share of citizens reporting attending public meeting
Kansas,2017,1.3,ce-ao,1.989922181,0.550529533,-0.16,1.989922181,,,"Number of advocacy organizations per 100,000 people"
