State,State Code,Metric,Year,Value
Colorado,CO,fg-read,2021,1.9
Colorado,CO,fg-sch,2021,0.2
Colorado,CO,fg-yorg,2021,3.2
Colorado,CO,fh-eat,2021,3.0
Colorado,CO,fh-ed,2021,-0.1
Colorado,CO,fh-ma,2021,1.5
Colorado,CO,fh-read,2021,2.1
Colorado,CO,fh-spf,2021,1.4
Colorado,CO,fh-time,2021,-0.6
Colorado,CO,fh-tv,2021,0.0
Colorado,CO,fh-uw,2021,3.5
Colorado,CO,sc-born,2021,-0.6
Colorado,CO,sc-eng-a,2021,1.8
Colorado,CO,sc-eng-c,2021,1.8
Colorado,CO,sc-mid,2021,2.1
Colorado,CO,sm-em,2021,1.4
Colorado,CO,sm-grad,2021,5.2
Colorado,CO,sm-hr,2021,2.3
Colorado,CO,sm-neet,2021,4.1
Colorado,CO,st-fc,2021,4.6
Colorado,CO,st-fc trust,2021,4.0
Colorado,CO,st-fcc,2021,3.0
Colorado,CO,st-vc,2021,1.9
Connecticut,CT,Civic Engagement,2021,12.1
Connecticut,CT,Community Life,2021,6.0
Connecticut,CT,Family Health,2021,3.3
Connecticut,CT,Future Generations,2021,-1.1
Connecticut,CT,Social Cohesion,2021,4.5
Connecticut,CT,Social Mobility,2021,12.3
Connecticut,CT,Social Trust,2021,13.5
Connecticut,CT,Total,2021,50.6
Connecticut,CT,ce-ao,2021,1.9
Connecticut,CT,ce-vt,2021,4.3
Connecticut,CT,cl-cdd,2021,-1.0
Connecticut,CT,cl-don,2021,2.5
Connecticut,CT,cl-mem,2021,1.0
Connecticut,CT,cl-np,2021,0.2
Connecticut,CT,cl-npo,2021,0.7
Connecticut,CT,cl-porg,2021,0.7
Connecticut,CT,cl-rel,2021,-1.3
Connecticut,CT,cl-ta,2021,0.0
Connecticut,CT,cl-tfn,2021,1.6
Connecticut,CT,cl-vol,2021,0.8
Connecticut,CT,cv-pm,2021,5.9
Connecticut,CT,fg-act,2021,-0.8
Connecticut,CT,fg-br,2021,-1.0
Connecticut,CT,fg-play,2021,-0.6
Connecticut,CT,fg-read,2021,0.0
Connecticut,CT,fg-sch,2021,0.5
Connecticut,CT,fg-yorg,2021,0.3
Connecticut,CT,fh-eat,2021,1.3
Connecticut,CT,fh-ed,2021,-1.7
Connecticut,CT,fh-ma,2021,1.0
Connecticut,CT,fh-read,2021,0.8
Connecticut,CT,fh-spf,2021,1.5
Connecticut,CT,fh-time,2021,-0.5
Connecticut,CT,fh-tv,2021,0.0
Connecticut,CT,fh-uw,2021,1.5
Connecticut,CT,sc-born,2021,1.2
Connecticut,CT,sc-eng-a,2021,0.6
Connecticut,CT,sc-eng-c,2021,1.7
Connecticut,CT,sc-mid,2021,0.9
Connecticut,CT,sm-em,2021,2.1
Connecticut,CT,sm-grad,2021,4.4
Connecticut,CT,sm-hr,2021,2.3
Connecticut,CT,sm-neet,2021,3.5
Connecticut,CT,st-fc,2021,3.9
Connecticut,CT,st-fc trust,2021,2.6
Connecticut,CT,st-fcc,2021,3.2
Connecticut,CT,st-vc,2021,3.8
Delaware,DE,Civic Engagement,2021,11.2
Delaware,DE,Community Life,2021,3.7
Delaware,DE,Family Health,2021,1.1
Delaware,DE,Future Generations,2021,4.4
Delaware,DE,Social Cohesion,2021,5.8
Delaware,DE,Social Mobility,2021,10.2
Delaware,DE,Social Trust,2021,11.3
Delaware,DE,Total,2021,47.6
Delaware,DE,ce-ao,2021,1.9
Delaware,DE,ce-vt,2021,4.8
Delaware,DE,cl-cdd,2021,-1.4
Delaware,DE,cl-don,2021,0.5
Delaware,DE,cl-mem,2021,1.6
Delaware,DE,cl-np,2021,0.4
Delaware,DE,cl-npo,2021,1.1
Delaware,DE,cl-porg,2021,0.7
Delaware,DE,cl-rel,2021,-0.1
Delaware,DE,cl-ta,2021,0.6
Delaware,DE,cl-tfn,2021,-1.9
Delaware,DE,cl-vol,2021,1.2
Delaware,DE,cv-pm,2021,4.5
Delaware,DE,fg-act,2021,-2.0
Delaware,DE,fg-br,2021,0.0
Delaware,DE,fg-play,2021,0.1
Delaware,DE,fg-read,2021,0.7
Delaware,DE,fg-sch,2021,1.3
Delaware,DE,fg-yorg,2021,1.5
Delaware,DE,fh-eat,2021,0.3
Delaware,DE,fh-ed,2021,-2.8
Delaware,DE,fh-ma,2021,1.1
Delaware,DE,fh-read,2021,0.6
Delaware,DE,fh-spf,2021,1.4
Delaware,DE,fh-time,2021,1.0
Delaware,DE,fh-tv,2021,0.0
Delaware,DE,fh-uw,2021,-0.2
Delaware,DE,sc-born,2021,-0.3
Delaware,DE,sc-eng-a,2021,2.3
Delaware,DE,sc-eng-c,2021,1.8
Delaware,DE,sc-mid,2021,2.0
Delaware,DE,sm-em,2021,1.9
Delaware,DE,sm-grad,2021,2.4
Delaware,DE,sm-hr,2021,3.3
Delaware,DE,sm-neet,2021,2.6
Delaware,DE,st-fc,2021,4.3
Delaware,DE,st-fc trust,2021,2.8
Delaware,DE,st-fcc,2021,2.7
Delaware,DE,st-vc,2021,1.5
District of Columbia,DC,Community Life,2021,19.7
District of Columbia,DC,Family Health,2021,0.1
District of Columbia,DC,Future Generations,2021,21.9
District of Columbia,DC,Social Mobility,2021,12.1
District of Columbia,DC,Social Trust,2021,-21.5
District of Columbia,DC,ce-ao,2021,10.3
District of Columbia,DC,ce-vt,2021,12.3
District of Columbia,DC,cl-cdd,2021,0.0
District of Columbia,DC,cl-don,2021,2.5
District of Columbia,DC,cl-mem,2021,2.4
District of Columbia,DC,cl-np,2021,2.2
District of Columbia,DC,cl-npo,2021,6.3
District of Columbia,DC,cl-porg,2021,6.6
District of Columbia,DC,cl-rel,2021,-1.2
District of Columbia,DC,cl-ta,2021,-2.2
District of Columbia,DC,cl-tfn,2021,3.7
District of Columbia,DC,cl-vol,2021,1.8
District of Columbia,DC,fg-act,2021,-1.0
District of Columbia,DC,fg-br,2021,1.7
District of Columbia,DC,fg-play,2021,4.8
District of Columbia,DC,fg-read,2021,-1.1
District of Columbia,DC,fg-sch,2021,3.0
District of Columbia,DC,fg-yorg,2021,5.1
District of Columbia,DC,fh-eat,2021,5.6
District of Columbia,DC,fh-ed,2021,-1.3
District of Columbia,DC,fh-ma,2021,-4.6
District of Columbia,DC,fh-read,2021,6.7
District of Columbia,DC,fh-spf,2021,-1.8
District of Columbia,DC,fh-time,2021,-4.8
District of Columbia,DC,fh-tv,2021,0.0
District of Columbia,DC,fh-uw,2021,0.4
District of Columbia,DC,sc-born,2021,-1.3
District of Columbia,DC,sc-eng-a,2021,1.9
District of Columbia,DC,sc-eng-c,2021,0.2
District of Columbia,DC,sm-em,2021,7.6
District of Columbia,DC,sm-grad,2021,10.2
District of Columbia,DC,sm-hr,2021,-4.8
District of Columbia,DC,sm-neet,2021,-0.9
District of Columbia,DC,st-fc,2021,-4.9
District of Columbia,DC,st-fc trust,2021,-2.5
District of Columbia,DC,st-fcc,2021,-9.5
District of Columbia,DC,st-vc,2021,-4.6
Florida,FL,Civic Engagement,2021,6.4
Florida,FL,Community Life,2021,-1.2
Florida,FL,Family Health,2021,5.0
Florida,FL,Future Generations,2021,0.8
Florida,FL,Social Cohesion,2021,-0.9
Florida,FL,Social Mobility,2021,5.3
Florida,FL,Social Trust,2021,6.4
Florida,FL,Total,2021,21.7
Florida,FL,ce-ao,2021,2.4
Florida,FL,ce-vt,2021,2.2
Florida,FL,cl-cdd,2021,-1.7
Florida,FL,cl-don,2021,-1.5
Florida,FL,cl-mem,2021,0.1
Florida,FL,cl-np,2021,0.7
Florida,FL,cl-npo,2021,0.6
Florida,FL,cl-porg,2021,0.8
Florida,FL,cl-rel,2021,-0.7
Florida,FL,cl-ta,2021,0.3
Florida,FL,cl-tfn,2021,0.6
Florida,FL,cl-vol,2021,-1.4
Florida,FL,cv-pm,2021,1.8
Florida,FL,fg-act,2021,0.5
Florida,FL,fg-br,2021,-0.5
Florida,FL,fg-play,2021,1.6
Florida,FL,fg-read,2021,1.1
Florida,FL,fg-sch,2021,-1.0
Florida,FL,fg-yorg,2021,0.4
Florida,FL,fh-eat,2021,5.2
Florida,FL,fh-ed,2021,-1.7
Florida,FL,fh-ma,2021,0.8
Florida,FL,fh-read,2021,-0.6
Florida,FL,fh-spf,2021,1.7
Florida,FL,fh-time,2021,0.5
Florida,FL,fh-tv,2021,0.0
Florida,FL,fh-uw,2021,-0.1
Florida,FL,sc-born,2021,-1.6
Florida,FL,sc-eng-a,2021,-1.0
Florida,FL,sc-eng-c,2021,0.1
Florida,FL,sc-mid,2021,1.6
Florida,FL,sm-em,2021,-0.2
Florida,FL,sm-grad,2021,1.7
Florida,FL,sm-hr,2021,1.6
Florida,FL,sm-neet,2021,2.2
Florida,FL,st-fc,2021,0.3
Florida,FL,st-fc trust,2021,2.1
Florida,FL,st-fcc,2021,2.0
Florida,FL,st-vc,2021,1.9
Georgia,GA,Civic Engagement,2021,9.1
Georgia,GA,Community Life,2021,-0.7
Georgia,GA,Family Health,2021,5.9
Georgia,GA,Future Generations,2021,6.0
Georgia,GA,Social Cohesion,2021,6.3
Georgia,GA,Social Mobility,2021,5.5
Georgia,GA,Social Trust,2021,10.6
Georgia,GA,Total,2021,42.7
Georgia,GA,ce-ao,2021,2.0
Georgia,GA,ce-vt,2021,4.1
Georgia,GA,cl-cdd,2021,-1.1
Georgia,GA,cl-don,2021,0.0
Georgia,GA,cl-mem,2021,-0.1
Georgia,GA,cl-np,2021,3.6
Georgia,GA,cl-npo,2021,0.6
Georgia,GA,cl-porg,2021,0.8
Georgia,GA,cl-rel,2021,-0.1
Georgia,GA,cl-ta,2021,0.2
Georgia,GA,cl-tfn,2021,-1.4
Georgia,GA,cl-vol,2021,-0.7
Georgia,GA,cv-pm,2021,3.0
Georgia,GA,fg-act,2021,1.3
Georgia,GA,fg-br,2021,0.9
Georgia,GA,fg-play,2021,0.5
Georgia,GA,fg-read,2021,1.3
Georgia,GA,fg-sch,2021,1.2
Georgia,GA,fg-yorg,2021,1.3
Georgia,GA,fh-eat,2021,4.0
Georgia,GA,fh-ed,2021,0.2
Georgia,GA,fh-ma,2021,0.9
Georgia,GA,fh-read,2021,0.0
Georgia,GA,fh-spf,2021,1.5
Georgia,GA,fh-time,2021,0.3
Georgia,GA,fh-tv,2021,0.0
Georgia,GA,fh-uw,2021,0.0
Georgia,GA,sc-born,2021,1.3
Georgia,GA,sc-eng-a,2021,1.9
Georgia,GA,sc-eng-c,2021,1.6
Georgia,GA,sc-mid,2021,1.5
Georgia,GA,sm-em,2021,0.7
Georgia,GA,sm-grad,2021,2.2
Georgia,GA,sm-hr,2021,1.5
Georgia,GA,sm-neet,2021,1.0
Georgia,GA,st-fc,2021,3.2
Georgia,GA,st-fc trust,2021,2.8
Georgia,GA,st-fcc,2021,2.2
Georgia,GA,st-vc,2021,2.4
Hawaii,HI,Civic Engagement,2021,9.5
Hawaii,HI,Community Life,2021,-1.9
Hawaii,HI,Family Health,2021,13.1
Hawaii,HI,Future Generations,2021,5.3
Hawaii,HI,Social Cohesion,2021,2.6
Hawaii,HI,Social Mobility,2021,7.3
Hawaii,HI,Social Trust,2021,12.9
Hawaii,HI,Total,2021,48.7
Hawaii,HI,ce-ao,2021,2.1
Hawaii,HI,ce-vt,2021,3.2
Hawaii,HI,cl-cdd,2021,-1.2
Hawaii,HI,cl-don,2021,-0.2
Hawaii,HI,cl-mem,2021,-0.4
Hawaii,HI,cl-np,2021,0.1
Hawaii,HI,cl-npo,2021,0.7
Hawaii,HI,cl-porg,2021,0.7
Hawaii,HI,cl-rel,2021,-1.3
Hawaii,HI,cl-ta,2021,0.0
Hawaii,HI,cl-tfn,2021,-0.6
Hawaii,HI,cl-vol,2021,-0.7
Hawaii,HI,cv-pm,2021,4.2
Hawaii,HI,fg-act,2021,2.9
Hawaii,HI,fg-br,2021,0.9
Hawaii,HI,fg-play,2021,2.3
Hawaii,HI,fg-read,2021,10.2
Hawaii,HI,fg-sch,2021,-0.3
Hawaii,HI,fg-yorg,2021,0.6
Hawaii,HI,fh-eat,2021,5.4
Hawaii,HI,fh-ed,2021,-3.1
Hawaii,HI,fh-ma,2021,1.7
Hawaii,HI,fh-read,2021,3.1
Hawaii,HI,fh-spf,2021,5.2
Hawaii,HI,fh-time,2021,1.9
Hawaii,HI,fh-tv,2021,0.0
Hawaii,HI,fh-uw,2021,1.2
Hawaii,HI,sc-born,2021,1.0
Hawaii,HI,sc-eng-a,2021,-0.8
Hawaii,HI,sc-eng-c,2021,-0.5
Hawaii,HI,sc-mid,2021,2.9
Hawaii,HI,sm-em,2021,1.4
Hawaii,HI,sm-grad,2021,2.6
Hawaii,HI,sm-hr,2021,0.6
Hawaii,HI,sm-neet,2021,2.8
Hawaii,HI,st-fc,2021,4.2
Hawaii,HI,st-fc trust,2021,3.4
Hawaii,HI,st-fcc,2021,2.3
Hawaii,HI,st-vc,2021,3.1
Idaho,ID,Civic Engagement,2021,9.1
Idaho,ID,Community Life,2021,6.9
Idaho,ID,Family Health,2021,12.0
Idaho,ID,Future Generations,2021,3.3
Idaho,ID,Social Cohesion,2021,8.3
Idaho,ID,Social Mobility,2021,10.0
Idaho,ID,Social Trust,2021,11.1
Idaho,ID,Total,2021,60.7
Idaho,ID,ce-ao,2021,2.0
Idaho,ID,ce-vt,2021,3.5
Idaho,ID,cl-cdd,2021,-1.7
Idaho,ID,cl-don,2021,1.8
Idaho,ID,cl-mem,2021,1.2
Idaho,ID,cl-np,2021,0.1
Idaho,ID,cl-npo,2021,0.5
Idaho,ID,cl-porg,2021,0.7
Idaho,ID,cl-rel,2021,0.7
Idaho,ID,cl-ta,2021,1.5
Idaho,ID,cl-tfn,2021,-0.5
Idaho,ID,cl-vol,2021,1.0
Idaho,ID,cv-pm,2021,3.6
Idaho,ID,fg-act,2021,0.4
Idaho,ID,fg-br,2021,1.3
Idaho,ID,fg-play,2021,1.0
Idaho,ID,fg-read,2021,2.1
Idaho,ID,fg-sch,2021,-0.6
Idaho,ID,fg-yorg,2021,0.5
Idaho,ID,fh-eat,2021,2.3
Idaho,ID,fh-ed,2021,1.0
Idaho,ID,fh-ma,2021,2.6
Idaho,ID,fh-read,2021,-0.7
Idaho,ID,fh-spf,2021,1.6
Idaho,ID,fh-time,2021,2.3
Idaho,ID,fh-tv,2021,0.0
Idaho,ID,fh-uw,2021,2.8
Idaho,ID,sc-born,2021,0.0
Idaho,ID,sc-eng-a,2021,2.6
Idaho,ID,sc-eng-c,2021,2.6
Idaho,ID,sc-mid,2021,3.1
Idaho,ID,sm-em,2021,1.1
Idaho,ID,sm-grad,2021,1.1
Idaho,ID,sm-hr,2021,3.9
Idaho,ID,sm-neet,2021,3.9
Idaho,ID,st-fc,2021,2.8
Idaho,ID,st-fc trust,2021,2.6
Idaho,ID,st-fcc,2021,2.4
Idaho,ID,st-vc,2021,3.4
Illinois,IL,Civic Engagement,2021,11.3
Illinois,IL,Community Life,2021,6.7
Illinois,IL,Family Health,2021,3.9
Illinois,IL,Future Generations,2021,5.8
Illinois,IL,Social Cohesion,2021,6.0
Illinois,IL,Social Mobility,2021,9.0
Illinois,IL,Social Trust,2021,9.7
Illinois,IL,Total,2021,52.4
Illinois,IL,ce-ao,2021,2.0
Illinois,IL,ce-vt,2021,5.1
Illinois,IL,cl-cdd,2021,-1.5
Illinois,IL,cl-don,2021,1.6
Illinois,IL,cl-mem,2021,1.0
Illinois,IL,cl-np,2021,0.9
Illinois,IL,cl-npo,2021,0.8
Illinois,IL,cl-porg,2021,0.9
Illinois,IL,cl-rel,2021,-0.4
Illinois,IL,cl-ta,2021,0.6
Illinois,IL,cl-tfn,2021,1.2
Illinois,IL,cl-vol,2021,0.9
Illinois,IL,cv-pm,2021,4.2
Illinois,IL,fg-act,2021,0.2
Illinois,IL,fg-br,2021,0.2
Illinois,IL,fg-play,2021,2.6
Illinois,IL,fg-read,2021,0.9
Illinois,IL,fg-sch,2021,0.9
Illinois,IL,fg-yorg,2021,0.3
Illinois,IL,fh-eat,2021,2.0
Illinois,IL,fh-ed,2021,-2.3
Illinois,IL,fh-ma,2021,0.7
Illinois,IL,fh-read,2021,1.9
Illinois,IL,fh-spf,2021,1.3
Illinois,IL,fh-time,2021,-0.2
Illinois,IL,fh-tv,2021,0.0
Illinois,IL,fh-uw,2021,1.1
Illinois,IL,sc-born,2021,3.4
Illinois,IL,sc-eng-a,2021,0.5
Illinois,IL,sc-eng-c,2021,1.0
Illinois,IL,sc-mid,2021,1.2
Illinois,IL,sm-em,2021,0.2
Illinois,IL,sm-grad,2021,3.2
Illinois,IL,sm-hr,2021,2.7
Illinois,IL,sm-neet,2021,2.9
Illinois,IL,st-fc,2021,3.5
Illinois,IL,st-fc trust,2021,2.4
Illinois,IL,st-fcc,2021,2.3
Illinois,IL,st-vc,2021,1.6
Indiana,IN,Civic Engagement,2021,6.2
Indiana,IN,Community Life,2021,3.9
Indiana,IN,Family Health,2021,5.2
Indiana,IN,Future Generations,2021,4.7
Indiana,IN,Social Cohesion,2021,11.0
Indiana,IN,Social Mobility,2021,7.3
Indiana,IN,Social Trust,2021,11.7
Indiana,IN,Total,2021,50.0
Indiana,IN,ce-ao,2021,1.9
Indiana,IN,ce-vt,2021,1.7
Indiana,IN,cl-cdd,2021,-2.1
Indiana,IN,cl-don,2021,1.0
Indiana,IN,cl-mem,2021,0.5
Indiana,IN,cl-np,2021,0.7
Indiana,IN,cl-npo,2021,0.8
Indiana,IN,cl-porg,2021,0.7
Indiana,IN,cl-rel,2021,0.3
Indiana,IN,cl-ta,2021,0.8
Indiana,IN,cl-tfn,2021,-0.8
Indiana,IN,cl-vol,2021,0.6
Indiana,IN,cv-pm,2021,2.5
Indiana,IN,fg-act,2021,0.5
Indiana,IN,fg-br,2021,1.0
Indiana,IN,fg-play,2021,0.0
Indiana,IN,fg-read,2021,0.5
Indiana,IN,fg-sch,2021,0.7
Indiana,IN,fg-yorg,2021,1.4
Indiana,IN,fh-eat,2021,2.3
Indiana,IN,fh-ed,2021,0.1
Indiana,IN,fh-ma,2021,0.9
Indiana,IN,fh-read,2021,-0.1
Indiana,IN,fh-spf,2021,0.6
Indiana,IN,fh-time,2021,1.6
Indiana,IN,fh-tv,2021,0.0
Indiana,IN,fh-uw,2021,0.5
Indiana,IN,sc-born,2021,3.4
Indiana,IN,sc-eng-a,2021,2.9
Indiana,IN,sc-eng-c,2021,2.7
Indiana,IN,sc-mid,2021,2.0
Indiana,IN,sm-em,2021,0.8
Indiana,IN,sm-grad,2021,0.6
Indiana,IN,sm-hr,2021,3.5
Indiana,IN,sm-neet,2021,2.5
Indiana,IN,st-fc,2021,3.8
Indiana,IN,st-fc trust,2021,3.1
Indiana,IN,st-fcc,2021,2.8
Indiana,IN,st-vc,2021,2.0
Iowa,IA,Civic Engagement,2021,11.5
Iowa,IA,Community Life,2021,5.4
Iowa,IA,Family Health,2021,7.3
Iowa,IA,Future Generations,2021,6.3
Iowa,IA,Social Cohesion,2021,12.2
Iowa,IA,Social Mobility,2021,11.2
Iowa,IA,Social Trust,2021,11.8
Iowa,IA,Total,2021,65.6
Iowa,IA,ce-ao,2021,1.9
Iowa,IA,ce-vt,2021,6.1
Iowa,IA,cl-cdd,2021,-1.9
Iowa,IA,cl-don,2021,2.0
Iowa,IA,cl-mem,2021,1.0
Iowa,IA,cl-np,2021,0.7
Iowa,IA,cl-npo,2021,0.9
Iowa,IA,cl-porg,2021,0.7
Iowa,IA,cl-rel,2021,-0.9
Iowa,IA,cl-ta,2021,0.6
Iowa,IA,cl-tfn,2021,0.0
Iowa,IA,cl-vol,2021,1.1
Iowa,IA,cv-pm,2021,3.4
Iowa,IA,fg-act,2021,1.3
Iowa,IA,fg-br,2021,0.9
Iowa,IA,fg-play,2021,1.1
Iowa,IA,fg-read,2021,1.2
Iowa,IA,fg-sch,2021,1.8
Iowa,IA,fg-yorg,2021,0.4
Iowa,IA,fh-eat,2021,3.1
Iowa,IA,fh-ed,2021,0.1
Iowa,IA,fh-ma,2021,1.4
Iowa,IA,fh-read,2021,-0.2
Iowa,IA,fh-spf,2021,0.3
Iowa,IA,fh-time,2021,1.8
Iowa,IA,fh-tv,2021,0.0
Iowa,IA,fh-uw,2021,1.9
Iowa,IA,sc-born,2021,3.7
Iowa,IA,sc-eng-a,2021,2.8
Iowa,IA,sc-eng-c,2021,2.8
Iowa,IA,sc-mid,2021,2.8
Iowa,IA,sm-em,2021,2.9
Iowa,IA,sm-grad,2021,1.3
Iowa,IA,sm-hr,2021,3.8
Iowa,IA,sm-neet,2021,3.2
Iowa,IA,st-fc,2021,3.4
Iowa,IA,st-fc trust,2021,2.8
Iowa,IA,st-fcc,2021,2.8
Iowa,IA,st-vc,2021,2.8
Kansas,KS,Civic Engagement,2021,9.5
Kansas,KS,Community Life,2021,5.3
Kansas,KS,Family Health,2021,7.1
Kansas,KS,Future Generations,2021,6.2
Kansas,KS,Social Cohesion,2021,9.3
Kansas,KS,Social Mobility,2021,9.9
Kansas,KS,Social Trust,2021,8.6
Kansas,KS,Total,2021,55.8
Kansas,KS,ce-ao,2021,1.9
Kansas,KS,ce-vt,2021,3.9
Kansas,KS,cl-cdd,2021,-1.8
Kansas,KS,cl-don,2021,1.3
Kansas,KS,cl-mem,2021,0.1
Kansas,KS,cl-np,2021,0.3
Kansas,KS,cl-npo,2021,0.6
Kansas,KS,cl-porg,2021,0.8
Kansas,KS,cl-rel,2021,0.7
Kansas,KS,cl-ta,2021,1.1
Kansas,KS,cl-tfn,2021,-0.7
Kansas,KS,cl-vol,2021,1.4
Kansas,KS,cv-pm,2021,3.6
Kansas,KS,fg-act,2021,0.9
Kansas,KS,fg-br,2021,1.1
Kansas,KS,fg-play,2021,0.9
Kansas,KS,fg-read,2021,1.8
Kansas,KS,fg-sch,2021,1.8
Kansas,KS,fg-yorg,2021,0.3
Kansas,KS,fh-eat,2021,2.3
Kansas,KS,fh-ed,2021,0.0
Kansas,KS,fh-ma,2021,1.8
Kansas,KS,fh-read,2021,0.9
Kansas,KS,fh-spf,2021,0.6
Kansas,KS,fh-time,2021,0.9
Kansas,KS,fh-tv,2021,0.0
Kansas,KS,fh-uw,2021,1.8
Kansas,KS,sc-born,2021,2.1
Kansas,KS,sc-eng-a,2021,2.3
Kansas,KS,sc-eng-c,2021,2.4
Kansas,KS,sc-mid,2021,2.5
Kansas,KS,sm-em,2021,1.3
Kansas,KS,sm-grad,2021,2.7
Kansas,KS,sm-hr,2021,2.8
Kansas,KS,sm-neet,2021,3.2
Kansas,KS,st-fc,2021,2.6
Kansas,KS,st-fc trust,2021,2.8
Kansas,KS,st-fcc,2021,1.6
Kansas,KS,st-vc,2021,1.7
Kentucky,KY,Civic Engagement,2021,7.8
Kentucky,KY,Community Life,2021,-0.2
Kentucky,KY,Family Health,2021,6.4
Kentucky,KY,Future Generations,2021,3.1
Kentucky,KY,Social Cohesion,2021,11.3
Kentucky,KY,Social Mobility,2021,5.9
Kentucky,KY,Social Trust,2021,7.8
Kentucky,KY,Total,2021,42.0
Kentucky,KY,ce-ao,2021,1.9
Kentucky,KY,ce-vt,2021,5.2
Kentucky,KY,cl-cdd,2021,-2.0
Kentucky,KY,cl-don,2021,-0.2
Kentucky,KY,cl-mem,2021,-0.4
Kentucky,KY,cl-np,2021,0.4
Kentucky,KY,cl-npo,2021,0.6
Kentucky,KY,cl-porg,2021,0.7
Kentucky,KY,cl-rel,2021,0.3
Kentucky,KY,cl-ta,2021,0.6
Kentucky,KY,cl-tfn,2021,-1.1
Kentucky,KY,cl-vol,2021,-0.7
Kentucky,KY,cv-pm,2021,0.7
Kentucky,KY,fg-act,2021,3.2
Kentucky,KY,fg-br,2021,0.9
Kentucky,KY,fg-play,2021,0.2
Kentucky,KY,fg-read,2021,0.0
Kentucky,KY,fg-sch,2021,0.9
Kentucky,KY,fg-yorg,2021,0.1
Kentucky,KY,fh-eat,2021,3.0
Kentucky,KY,fh-ed,2021,0.2
Kentucky,KY,fh-ma,2021,1.0
Kentucky,KY,fh-read,2021,0.0
Kentucky,KY,fh-spf,2021,0.8
Kentucky,KY,fh-time,2021,2.0
Kentucky,KY,fh-tv,2021,0.0
Kentucky,KY,fh-uw,2021,0.6
Kentucky,KY,sc-born,2021,3.5
Kentucky,KY,sc-eng-a,2021,3.3
Kentucky,KY,sc-eng-c,2021,2.9
Kentucky,KY,sc-mid,2021,1.6
Kentucky,KY,sm-em,2021,2.7
Kentucky,KY,sm-grad,2021,0.1
Kentucky,KY,sm-hr,2021,2.5
Kentucky,KY,sm-neet,2021,0.6
Kentucky,KY,st-fc,2021,2.1
Kentucky,KY,st-fc trust,2021,0.8
Kentucky,KY,st-fcc,2021,1.4
Kentucky,KY,st-vc,2021,3.5
Louisiana,LA,Civic Engagement,2021,6.0
Louisiana,LA,Community Life,2021,1.8
Louisiana,LA,Family Health,2021,-2.1
Louisiana,LA,Future Generations,2021,5.9
Louisiana,LA,Social Cohesion,2021,11.7
Louisiana,LA,Social Mobility,2021,4.9
Louisiana,LA,Social Trust,2021,2.8
Louisiana,LA,Total,2021,31.0
Louisiana,LA,ce-ao,2021,2.1
Louisiana,LA,ce-vt,2021,2.1
Louisiana,LA,cl-cdd,2021,-1.9
Louisiana,LA,cl-don,2021,-0.7
Louisiana,LA,cl-mem,2021,1.0
Louisiana,LA,cl-np,2021,0.0
Louisiana,LA,cl-npo,2021,0.6
Louisiana,LA,cl-porg,2021,0.7
Louisiana,LA,cl-rel,2021,0.7
Louisiana,LA,cl-ta,2021,0.6
Louisiana,LA,cl-tfn,2021,-0.6
Louisiana,LA,cl-vol,2021,-0.4
Louisiana,LA,cv-pm,2021,1.8
Louisiana,LA,fg-act,2021,-0.1
Louisiana,LA,fg-br,2021,1.6
Louisiana,LA,fg-play,2021,2.0
Louisiana,LA,fg-read,2021,0.6
Louisiana,LA,fg-sch,2021,0.3
Louisiana,LA,fg-yorg,2021,0.1
Louisiana,LA,fh-eat,2021,1.9
Louisiana,LA,fh-ed,2021,-3.5
Louisiana,LA,fh-ma,2021,-0.4
Louisiana,LA,fh-read,2021,-0.8
Louisiana,LA,fh-spf,2021,0.4
Louisiana,LA,fh-time,2021,1.4
Louisiana,LA,fh-tv,2021,0.0
Louisiana,LA,fh-uw,2021,-1.5
Louisiana,LA,sc-born,2021,4.9
Louisiana,LA,sc-eng-a,2021,3.0
Louisiana,LA,sc-eng-c,2021,3.2
Louisiana,LA,sc-mid,2021,0.6
Louisiana,LA,sm-em,2021,2.6
Louisiana,LA,sm-grad,2021,0.0
Louisiana,LA,sm-hr,2021,2.2
Louisiana,LA,sm-neet,2021,0.0
Louisiana,LA,st-fc,2021,1.0
Louisiana,LA,st-fc trust,2021,1.1
Louisiana,LA,st-fcc,2021,0.5
Louisiana,LA,st-vc,2021,0.2
Maine,ME,Civic Engagement,2021,17.8
Maine,ME,Community Life,2021,5.1
Maine,ME,Family Health,2021,10.4
Maine,ME,Future Generations,2021,-0.2
Maine,ME,Social Cohesion,2021,12.2
Maine,ME,Social Mobility,2021,11.8
Maine,ME,Social Trust,2021,15.2
Maine,ME,Total,2021,72.3
Maine,ME,ce-ao,2021,2.0
Maine,ME,ce-vt,2021,6.5
Maine,ME,cl-cdd,2021,-2.0
Maine,ME,cl-don,2021,1.1
Maine,ME,cl-mem,2021,1.6
Maine,ME,cl-np,2021,0.0
Maine,ME,cl-npo,2021,0.6
Maine,ME,cl-porg,2021,0.7
Maine,ME,cl-rel,2021,-1.5
Maine,ME,cl-ta,2021,-0.3
Maine,ME,cl-tfn,2021,0.5
Maine,ME,cl-vol,2021,2.3
Maine,ME,cv-pm,2021,9.4
Maine,ME,fg-act,2021,-0.6
Maine,ME,fg-br,2021,-1.7
Maine,ME,fg-play,2021,-0.3
Maine,ME,fg-read,2021,-0.4
