State,State Code,Metric,Year,Value
Wisconsin,WI,sc-born,2013,4.0
Wisconsin,WI,sc-eng-a,2013,2.9
Wisconsin,WI,sc-eng-c,2013,2.0
Wisconsin,WI,sc-mid,2013,2.6
Wisconsin,WI,sm-em,2013,1.6
Wisconsin,WI,sm-grad,2013,0.5
Wisconsin,WI,sm-hr,2013,3.1
Wisconsin,WI,sm-neet,2013,1.8
Wisconsin,WI,st-fc,2013,4.0
Wisconsin,WI,st-fc trust,2013,2.8
Wisconsin,WI,st-fcc,2013,2.6
Wisconsin,WI,st-vc,2013,3.2
Wyoming,WY,Civic Engagement,2013,7.3
Wyoming,WY,Community Life,2013,6.6
Wyoming,WY,Family Health,2013,12.0
Wyoming,WY,Future Generations,2013,16.0
Wyoming,WY,Social Cohesion,2013,8.7
Wyoming,WY,Social Mobility,2013,5.6
Wyoming,WY,Social Trust,2013,8.7
Wyoming,WY,Total,2013,64.9
Wyoming,WY,ce-ao,2013,1.9
Wyoming,WY,ce-vt,2013,0.8
Wyoming,WY,cl-cdd,2013,-0.3
Wyoming,WY,cl-don,2013,0.7
Wyoming,WY,cl-mem,2013,1.2
Wyoming,WY,cl-np,2013,0.0
Wyoming,WY,cl-npo,2013,0.6
Wyoming,WY,cl-porg,2013,0.7
Wyoming,WY,cl-rel,2013,0.3
Wyoming,WY,cl-ta,2013,0.9
Wyoming,WY,cl-tfn,2013,0.9
Wyoming,WY,cl-vol,2013,1.1
Wyoming,WY,cv-pm,2013,4.6
Wyoming,WY,fg-act,2013,0.3
Wyoming,WY,fg-br,2013,1.8
Wyoming,WY,fg-play,2013,3.2
Wyoming,WY,fg-read,2013,2.4
Wyoming,WY,fg-sch,2013,3.8
Wyoming,WY,fg-yorg,2013,1.9
Wyoming,WY,fh-eat,2013,3.1
Wyoming,WY,fh-ed,2013,2.2
Wyoming,WY,fh-ma,2013,1.9
Wyoming,WY,fh-read,2013,3.9
Wyoming,WY,fh-spf,2013,0.3
Wyoming,WY,fh-time,2013,-1.4
Wyoming,WY,fh-tv,2013,1.2
Wyoming,WY,fh-uw,2013,2.0
Wyoming,WY,sc-born,2013,-0.8
Wyoming,WY,sc-eng-a,2013,3.4
Wyoming,WY,sc-eng-c,2013,3.5
Wyoming,WY,sc-mid,2013,2.6
Wyoming,WY,sm-em,2013,1.0
Wyoming,WY,sm-grad,2013,-0.1
Wyoming,WY,sm-hr,2013,3.5
Wyoming,WY,sm-neet,2013,1.1
Wyoming,WY,st-fc,2013,0.9
Wyoming,WY,st-fc trust,2013,3.4
Wyoming,WY,st-fcc,2013,0.9
Wyoming,WY,st-vc,2013,3.5
Alabama,AL,Civic Engagement,2017,2.9
Alabama,AL,Community Life,2017,7.5
Alabama,AL,Family Health,2017,4.6
Alabama,AL,Future Generations,2017,4.9
Alabama,AL,Social Cohesion,2017,11.3
Alabama,AL,Social Mobility,2017,3.7
Alabama,AL,Social Trust,2017,2.7
Alabama,AL,Total,2017,37.7
Alabama,AL,ce-ao,2017,1.9
Alabama,AL,ce-vt,2017,0.1
Alabama,AL,cl-cdd,2017,0.7
Alabama,AL,cl-don,2017,0.6
Alabama,AL,cl-mem,2017,0.2
Alabama,AL,cl-np,2017,0.9
Alabama,AL,cl-npo,2017,0.6
Alabama,AL,cl-porg,2017,0.7
Alabama,AL,cl-rel,2017,2.7
Alabama,AL,cl-ta,2017,0.8
Alabama,AL,cl-tfn,2017,0.9
Alabama,AL,cl-vol,2017,1.0
Alabama,AL,cv-pm,2017,0.9
Alabama,AL,fg-act,2017,0.0
Alabama,AL,fg-br,2017,1.2
Alabama,AL,fg-play,2017,0.6
Alabama,AL,fg-read,2017,-0.3
Alabama,AL,fg-sch,2017,1.0
Alabama,AL,fg-yorg,2017,0.5
Alabama,AL,fh-eat,2017,0.9
Alabama,AL,fh-ed,2017,0.2
Alabama,AL,fh-ma,2017,0.8
Alabama,AL,fh-read,2017,1.0
Alabama,AL,fh-spf,2017,0.4
Alabama,AL,fh-time,2017,1.5
Alabama,AL,fh-tv,2017,1.2
Alabama,AL,fh-uw,2017,-0.2
Alabama,AL,sc-born,2017,3.8
Alabama,AL,sc-eng-a,2017,3.4
Alabama,AL,sc-eng-c,2017,3.2
Alabama,AL,sc-mid,2017,1.0
Alabama,AL,sm-em,2017,2.1
Alabama,AL,sm-grad,2017,-0.2
Alabama,AL,sm-hr,2017,2.4
Alabama,AL,sm-neet,2017,-0.6
Alabama,AL,st-fc,2017,-0.5
Alabama,AL,st-fc trust,2017,1.1
Alabama,AL,st-fcc,2017,1.1
Alabama,AL,st-vc,2017,1.0
Alaska,AK,Civic Engagement,2017,11.0
Alaska,AK,Community Life,2017,10.6
Alaska,AK,Family Health,2017,9.8
Alaska,AK,Future Generations,2017,19.9
Alaska,AK,Social Cohesion,2017,5.9
Alaska,AK,Social Mobility,2017,0.1
Alaska,AK,Social Trust,2017,2.1
Alaska,AK,Total,2017,59.2
Alaska,AK,ce-ao,2017,2.7
Alaska,AK,ce-vt,2017,1.9
Alaska,AK,cl-cdd,2017,-0.3
Alaska,AK,cl-don,2017,1.4
Alaska,AK,cl-mem,2017,1.3
Alaska,AK,cl-np,2017,0.3
Alaska,AK,cl-npo,2017,1.0
Alaska,AK,cl-porg,2017,0.8
Alaska,AK,cl-rel,2017,0.2
Alaska,AK,cl-ta,2017,2.8
Alaska,AK,cl-tfn,2017,-0.3
Alaska,AK,cl-vol,2017,3.3
Alaska,AK,cv-pm,2017,6.4
Alaska,AK,fg-act,2017,-0.2
Alaska,AK,fg-br,2017,3.7
Alaska,AK,fg-play,2017,1.7
Alaska,AK,fg-read,2017,0.8
Alaska,AK,fg-sch,2017,4.8
Alaska,AK,fg-yorg,2017,3.0
Alaska,AK,fh-eat,2017,2.4
Alaska,AK,fh-ed,2017,1.4
Alaska,AK,fh-ma,2017,1.0
Alaska,AK,fh-read,2017,1.5
Alaska,AK,fh-spf,2017,1.3
Alaska,AK,fh-time,2017,0.5
Alaska,AK,fh-tv,2017,1.2
Alaska,AK,fh-uw,2017,1.6
Alaska,AK,sc-born,2017,-0.6
Alaska,AK,sc-eng-a,2017,2.0
Alaska,AK,sc-eng-c,2017,2.0
Alaska,AK,sc-mid,2017,2.6
Alaska,AK,sm-em,2017,-3.2
Alaska,AK,sm-grad,2017,1.4
Alaska,AK,sm-hr,2017,1.6
Alaska,AK,sm-neet,2017,0.3
Alaska,AK,st-fc,2017,0.8
Alaska,AK,st-fc trust,2017,1.0
Alaska,AK,st-fcc,2017,1.7
Alaska,AK,st-vc,2017,-1.5
Arizona,AZ,Civic Engagement,2017,2.8
Arizona,AZ,Community Life,2017,5.9
Arizona,AZ,Family Health,2017,5.3
Arizona,AZ,Future Generations,2017,3.2
Arizona,AZ,Social Cohesion,2017,1.4
Arizona,AZ,Social Mobility,2017,0.7
Arizona,AZ,Social Trust,2017,6.3
Arizona,AZ,Total,2017,25.5
Arizona,AZ,ce-ao,2017,2.1
Arizona,AZ,ce-vt,2017,1.5
Arizona,AZ,cl-cdd,2017,1.0
Arizona,AZ,cl-don,2017,1.0
Arizona,AZ,cl-mem,2017,-0.3
Arizona,AZ,cl-np,2017,5.6
Arizona,AZ,cl-npo,2017,0.6
Arizona,AZ,cl-porg,2017,0.8
Arizona,AZ,cl-rel,2017,0.7
Arizona,AZ,cl-ta,2017,0.9
Arizona,AZ,cl-tfn,2017,0.7
Arizona,AZ,cl-vol,2017,1.5
Arizona,AZ,cv-pm,2017,-0.8
Arizona,AZ,fg-act,2017,0.3
Arizona,AZ,fg-br,2017,1.4
Arizona,AZ,fg-play,2017,0.8
Arizona,AZ,fg-read,2017,-0.2
Arizona,AZ,fg-sch,2017,-0.7
Arizona,AZ,fg-yorg,2017,0.7
Arizona,AZ,fh-eat,2017,1.2
Arizona,AZ,fh-ed,2017,-0.3
Arizona,AZ,fh-ma,2017,0.8
Arizona,AZ,fh-read,2017,0.1
Arizona,AZ,fh-spf,2017,1.4
Arizona,AZ,fh-time,2017,1.9
Arizona,AZ,fh-tv,2017,1.0
Arizona,AZ,fh-uw,2017,0.2
Arizona,AZ,sc-born,2017,-1.0
Arizona,AZ,sc-eng-a,2017,0.2
Arizona,AZ,sc-eng-c,2017,0.4
Arizona,AZ,sc-mid,2017,1.8
Arizona,AZ,sm-em,2017,-0.1
Arizona,AZ,sm-grad,2017,0.8
Arizona,AZ,sm-hr,2017,0.2
Arizona,AZ,sm-neet,2017,-0.2
Arizona,AZ,st-fc,2017,0.3
Arizona,AZ,st-fc trust,2017,3.3
Arizona,AZ,st-fcc,2017,1.1
Arizona,AZ,st-vc,2017,1.6
Arkansas,AR,Civic Engagement,2017,3.1
Arkansas,AR,Community Life,2017,6.7
Arkansas,AR,Family Health,2017,3.9
Arkansas,AR,Future Generations,2017,7.1
Arkansas,AR,Social Cohesion,2017,9.6
Arkansas,AR,Social Mobility,2017,3.1
Arkansas,AR,Social Trust,2017,7.1
Arkansas,AR,Total,2017,40.5
Arkansas,AR,ce-ao,2017,1.9
Arkansas,AR,ce-vt,2017,0.7
Arkansas,AR,cl-cdd,2017,0.0
Arkansas,AR,cl-don,2017,0.5
Arkansas,AR,cl-mem,2017,-0.1
Arkansas,AR,cl-np,2017,0.7
Arkansas,AR,cl-npo,2017,0.7
Arkansas,AR,cl-porg,2017,0.8
Arkansas,AR,cl-rel,2017,1.5
Arkansas,AR,cl-ta,2017,1.2
Arkansas,AR,cl-tfn,2017,0.6
Arkansas,AR,cl-vol,2017,1.5
Arkansas,AR,cv-pm,2017,0.5
Arkansas,AR,fg-act,2017,-0.4
Arkansas,AR,fg-br,2017,1.9
Arkansas,AR,fg-play,2017,0.6
Arkansas,AR,fg-read,2017,-0.6
Arkansas,AR,fg-sch,2017,1.6
Arkansas,AR,fg-yorg,2017,0.7
Arkansas,AR,fh-eat,2017,2.0
Arkansas,AR,fh-ed,2017,-1.1
Arkansas,AR,fh-ma,2017,1.2
Arkansas,AR,fh-read,2017,-0.7
Arkansas,AR,fh-spf,2017,0.5
Arkansas,AR,fh-time,2017,1.9
Arkansas,AR,fh-tv,2017,1.2
Arkansas,AR,fh-uw,2017,0.1
Arkansas,AR,sc-born,2017,2.5
Arkansas,AR,sc-eng-a,2017,2.9
Arkansas,AR,sc-eng-c,2017,2.5
Arkansas,AR,sc-mid,2017,1.7
Arkansas,AR,sm-em,2017,3.7
Arkansas,AR,sm-grad,2017,-0.9
Arkansas,AR,sm-hr,2017,1.5
Arkansas,AR,sm-neet,2017,-1.3
Arkansas,AR,st-fc,2017,2.5
Arkansas,AR,st-fc trust,2017,2.1
Arkansas,AR,st-fcc,2017,2.1
Arkansas,AR,st-vc,2017,0.5
California,CA,Civic Engagement,2017,3.1
California,CA,Community Life,2017,5.9
California,CA,Family Health,2017,10.2
California,CA,Future Generations,2017,5.7
California,CA,Social Cohesion,2017,-5.6
California,CA,Social Mobility,2017,2.4
California,CA,Social Trust,2017,10.8
California,CA,Total,2017,32.5
California,CA,ce-ao,2017,2.0
California,CA,ce-vt,2017,0.3
California,CA,cl-cdd,2017,1.7
California,CA,cl-don,2017,0.1
California,CA,cl-mem,2017,0.1
California,CA,cl-np,2017,0.5
California,CA,cl-npo,2017,0.8
California,CA,cl-porg,2017,0.7
California,CA,cl-rel,2017,0.3
California,CA,cl-ta,2017,1.3
California,CA,cl-tfn,2017,1.8
California,CA,cl-vol,2017,0.7
California,CA,cv-pm,2017,0.7
California,CA,fg-act,2017,1.4
California,CA,fg-br,2017,1.5
California,CA,fg-play,2017,1.1
California,CA,fg-read,2017,1.7
California,CA,fg-sch,2017,0.2
California,CA,fg-yorg,2017,1.0
California,CA,fh-eat,2017,1.8
California,CA,fh-ed,2017,1.7
California,CA,fh-ma,2017,1.3
California,CA,fh-read,2017,-0.6
California,CA,fh-spf,2017,3.9
California,CA,fh-time,2017,1.0
California,CA,fh-tv,2017,1.2
California,CA,fh-uw,2017,1.1
California,CA,sc-born,2017,1.4
California,CA,sc-eng-a,2017,-4.2
California,CA,sc-eng-c,2017,-3.5
California,CA,sc-mid,2017,0.7
California,CA,sm-em,2017,0.9
California,CA,sm-grad,2017,2.2
California,CA,sm-hr,2017,-2.1
California,CA,sm-neet,2017,1.4
California,CA,st-fc,2017,3.1
California,CA,st-fc trust,2017,3.9
California,CA,st-fcc,2017,2.3
California,CA,st-vc,2017,1.5
Colorado,CO,Civic Engagement,2017,10.5
Colorado,CO,Community Life,2017,7.6
Colorado,CO,Family Health,2017,12.2
Colorado,CO,Future Generations,2017,12.5
Colorado,CO,Social Cohesion,2017,4.4
Colorado,CO,Social Mobility,2017,9.9
Colorado,CO,Social Trust,2017,14.1
Colorado,CO,Total,2017,71.1
Colorado,CO,ce-ao,2017,2.1
Colorado,CO,ce-vt,2017,5.6
Colorado,CO,cl-cdd,2017,1.3
Colorado,CO,cl-don,2017,1.5
Colorado,CO,cl-mem,2017,0.7
Colorado,CO,cl-np,2017,1.9
Colorado,CO,cl-npo,2017,0.7
Colorado,CO,cl-porg,2017,0.8
Colorado,CO,cl-rel,2017,0.2
Colorado,CO,cl-ta,2017,0.7
Colorado,CO,cl-tfn,2017,1.1
Colorado,CO,cl-vol,2017,1.9
Colorado,CO,cv-pm,2017,2.7
Colorado,CO,fg-act,2017,2.1
Colorado,CO,fg-br,2017,1.2
Colorado,CO,fg-play,2017,2.7
Colorado,CO,fg-read,2017,3.1
Colorado,CO,fg-sch,2017,0.0
Colorado,CO,fg-yorg,2017,4.4
Colorado,CO,fh-eat,2017,1.3
Colorado,CO,fh-ed,2017,1.9
Colorado,CO,fh-ma,2017,1.5
Colorado,CO,fh-read,2017,2.3
Colorado,CO,fh-spf,2017,1.1
Colorado,CO,fh-time,2017,0.5
Colorado,CO,fh-tv,2017,1.0
Colorado,CO,fh-uw,2017,3.6
Colorado,CO,sc-born,2017,-0.5
Colorado,CO,sc-eng-a,2017,1.6
Colorado,CO,sc-eng-c,2017,1.3
Colorado,CO,sc-mid,2017,2.0
Colorado,CO,sm-em,2017,1.4
Colorado,CO,sm-grad,2017,4.2
Colorado,CO,sm-hr,2017,1.4
Colorado,CO,sm-neet,2017,3.0
Colorado,CO,st-fc,2017,4.6
Colorado,CO,st-fc trust,2017,3.6
Colorado,CO,st-fcc,2017,3.3
Colorado,CO,st-vc,2017,2.5
Connecticut,CT,Civic Engagement,2017,9.0
Connecticut,CT,Community Life,2017,7.4
Connecticut,CT,Family Health,2017,7.0
Connecticut,CT,Future Generations,2017,0.3
Connecticut,CT,Social Cohesion,2017,5.0
Connecticut,CT,Social Mobility,2017,11.5
Connecticut,CT,Social Trust,2017,10.2
Connecticut,CT,Total,2017,50.4
Connecticut,CT,ce-ao,2017,1.9
Connecticut,CT,ce-vt,2017,3.0
Connecticut,CT,cl-cdd,2017,2.6
Connecticut,CT,cl-don,2017,1.1
Connecticut,CT,cl-mem,2017,0.1
Connecticut,CT,cl-np,2017,0.0
Connecticut,CT,cl-npo,2017,0.8
Connecticut,CT,cl-porg,2017,0.7
Connecticut,CT,cl-rel,2017,0.0
Connecticut,CT,cl-ta,2017,0.6
Connecticut,CT,cl-tfn,2017,2.2
Connecticut,CT,cl-vol,2017,1.8
Connecticut,CT,cv-pm,2017,4.0
Connecticut,CT,fg-act,2017,2.2
Connecticut,CT,fg-br,2017,-0.7
Connecticut,CT,fg-play,2017,-0.2
Connecticut,CT,fg-read,2017,3.6
Connecticut,CT,fg-sch,2017,0.6
Connecticut,CT,fg-yorg,2017,0.5
Connecticut,CT,fh-eat,2017,-0.3
Connecticut,CT,fh-ed,2017,1.4
Connecticut,CT,fh-ma,2017,1.1
Connecticut,CT,fh-read,2017,1.8
Connecticut,CT,fh-spf,2017,1.3
Connecticut,CT,fh-time,2017,0.3
Connecticut,CT,fh-tv,2017,1.2
Connecticut,CT,fh-uw,2017,1.4
Connecticut,CT,sc-born,2017,1.5
Connecticut,CT,sc-eng-a,2017,0.6
Connecticut,CT,sc-eng-c,2017,1.7
Connecticut,CT,sc-mid,2017,1.3
Connecticut,CT,sm-em,2017,2.1
Connecticut,CT,sm-grad,2017,3.9
Connecticut,CT,sm-hr,2017,2.5
Connecticut,CT,sm-neet,2017,3.0
Connecticut,CT,st-fc,2017,3.0
Connecticut,CT,st-fc trust,2017,1.8
Connecticut,CT,st-fcc,2017,2.0
Connecticut,CT,st-vc,2017,3.5
Delaware,DE,Civic Engagement,2017,7.2
Delaware,DE,Community Life,2017,13.6
Delaware,DE,Family Health,2017,7.1
Delaware,DE,Future Generations,2017,5.6
Delaware,DE,Social Cohesion,2017,6.9
Delaware,DE,Social Mobility,2017,8.0
Delaware,DE,Social Trust,2017,9.8
Delaware,DE,Total,2017,58.3
Delaware,DE,ce-ao,2017,2.0
Delaware,DE,ce-vt,2017,2.3
Delaware,DE,cl-cdd,2017,1.3
Delaware,DE,cl-don,2017,2.5
Delaware,DE,cl-mem,2017,1.3
Delaware,DE,cl-np,2017,0.2
Delaware,DE,cl-npo,2017,1.2
Delaware,DE,cl-porg,2017,0.7
Delaware,DE,cl-rel,2017,0.7
Delaware,DE,cl-ta,2017,3.0
Delaware,DE,cl-tfn,2017,2.4
Delaware,DE,cl-vol,2017,1.8
Delaware,DE,cv-pm,2017,2.9
Delaware,DE,fg-act,2017,2.2
Delaware,DE,fg-br,2017,0.8
Delaware,DE,fg-play,2017,-0.1
Delaware,DE,fg-read,2017,-0.2
Delaware,DE,fg-sch,2017,1.2
Delaware,DE,fg-yorg,2017,1.8
Delaware,DE,fh-eat,2017,1.2
Delaware,DE,fh-ed,2017,0.0
Delaware,DE,fh-ma,2017,1.1
Delaware,DE,fh-read,2017,1.3
Delaware,DE,fh-spf,2017,1.6
Delaware,DE,fh-time,2017,2.1
Delaware,DE,fh-tv,2017,1.2
Delaware,DE,fh-uw,2017,-0.2
Delaware,DE,sc-born,2017,0.0
Delaware,DE,sc-eng-a,2017,2.3
Delaware,DE,sc-eng-c,2017,2.1
Delaware,DE,sc-mid,2017,2.5
Delaware,DE,sm-em,2017,1.9
Delaware,DE,sm-grad,2017,1.8
Delaware,DE,sm-hr,2017,3.1
Delaware,DE,sm-neet,2017,1.1
Delaware,DE,st-fc,2017,4.1
Delaware,DE,st-fc trust,2017,2.7
Delaware,DE,st-fcc,2017,2.3
Delaware,DE,st-vc,2017,0.7
District of Columbia,DC,Community Life,2017,22.4
District of Columbia,DC,Family Health,2017,-0.2
District of Columbia,DC,Future Generations,2017,24.5
District of Columbia,DC,Social Mobility,2017,14.4
District of Columbia,DC,Social Trust,2017,-26.7
District of Columbia,DC,ce-ao,2017,19.3
District of Columbia,DC,ce-vt,2017,7.9
District of Columbia,DC,cl-cdd,2017,2.3
District of Columbia,DC,cl-don,2017,1.6
District of Columbia,DC,cl-mem,2017,2.6
District of Columbia,DC,cl-np,2017,2.2
District of Columbia,DC,cl-npo,2017,7.2
District of Columbia,DC,cl-porg,2017,7.3
District of Columbia,DC,cl-rel,2017,0.0
District of Columbia,DC,cl-ta,2017,-1.7
District of Columbia,DC,cl-tfn,2017,2.3
District of Columbia,DC,cl-vol,2017,3.2
District of Columbia,DC,fg-act,2017,0.4
District of Columbia,DC,fg-br,2017,2.9
District of Columbia,DC,fg-play,2017,2.9
District of Columbia,DC,fg-read,2017,1.1
District of Columbia,DC,fg-sch,2017,3.1
District of Columbia,DC,fg-yorg,2017,7.5
District of Columbia,DC,fh-eat,2017,2.5
District of Columbia,DC,fh-ed,2017,1.0
District of Columbia,DC,fh-ma,2017,-4.3
District of Columbia,DC,fh-read,2017,5.1
District of Columbia,DC,fh-spf,2017,-1.0
District of Columbia,DC,fh-time,2017,-3.2
District of Columbia,DC,fh-tv,2017,1.2
District of Columbia,DC,fh-uw,2017,-0.3
District of Columbia,DC,sc-born,2017,-1.6
District of Columbia,DC,sc-eng-a,2017,1.9
District of Columbia,DC,sc-eng-c,2017,0.6
District of Columbia,DC,sm-em,2017,7.6
District of Columbia,DC,sm-grad,2017,9.3
District of Columbia,DC,sm-hr,2017,-5.7
District of Columbia,DC,sm-neet,2017,3.2
District of Columbia,DC,st-fc,2017,-5.8
District of Columbia,DC,st-fc trust,2017,-6.3
District of Columbia,DC,st-fcc,2017,-7.9
District of Columbia,DC,st-vc,2017,-6.8
Florida,FL,Civic Engagement,2017,2.9
Florida,FL,Community Life,2017,4.9
Florida,FL,Family Health,2017,4.6
Florida,FL,Future Generations,2017,2.6
Florida,FL,Social Cohesion,2017,-1.0
Florida,FL,Social Mobility,2017,2.4
Florida,FL,Social Trust,2017,2.1
Florida,FL,Total,2017,18.4
Florida,FL,ce-ao,2017,2.4
Florida,FL,ce-vt,2017,1.0
Florida,FL,cl-cdd,2017,0.1
Florida,FL,cl-don,2017,-0.5
Florida,FL,cl-mem,2017,1.2
Florida,FL,cl-np,2017,0.6
Florida,FL,cl-npo,2017,0.7
Florida,FL,cl-porg,2017,0.8
Florida,FL,cl-rel,2017,0.8
Florida,FL,cl-ta,2017,0.7
Florida,FL,cl-tfn,2017,1.0
Florida,FL,cl-vol,2017,0.2
Florida,FL,cv-pm,2017,-0.6
Florida,FL,fg-act,2017,1.4
Florida,FL,fg-br,2017,0.2
Florida,FL,fg-play,2017,1.5
Florida,FL,fg-read,2017,0.7
Florida,FL,fg-sch,2017,-0.6
Florida,FL,fg-yorg,2017,0.6
Florida,FL,fh-eat,2017,1.7
Florida,FL,fh-ed,2017,0.3
Florida,FL,fh-ma,2017,0.6
Florida,FL,fh-read,2017,0.0
Florida,FL,fh-spf,2017,1.2
Florida,FL,fh-time,2017,0.9
Florida,FL,fh-tv,2017,1.2
Florida,FL,fh-uw,2017,-0.1
Florida,FL,sc-born,2017,-1.5
Florida,FL,sc-eng-a,2017,-1.0
Florida,FL,sc-eng-c,2017,0.1
Florida,FL,sc-mid,2017,1.4
Florida,FL,sm-em,2017,-0.2
Florida,FL,sm-grad,2017,1.0
Florida,FL,sm-hr,2017,0.6
Florida,FL,sm-neet,2017,0.9
Florida,FL,st-fc,2017,-1.9
Florida,FL,st-fc trust,2017,1.2
Florida,FL,st-fcc,2017,1.7
Florida,FL,st-vc,2017,1.1
Georgia,GA,Civic Engagement,2017,4.1
Georgia,GA,Community Life,2017,5.0
Georgia,GA,Family Health,2017,3.6
Georgia,GA,Future Generations,2017,8.2
Georgia,GA,Social Cohesion,2017,6.3
Georgia,GA,Social Mobility,2017,1.9
Georgia,GA,Social Trust,2017,6.6
Georgia,GA,Total,2017,35.8
Georgia,GA,ce-ao,2017,2.1
Georgia,GA,ce-vt,2017,1.4
Georgia,GA,cl-cdd,2017,1.6
Georgia,GA,cl-don,2017,0.0
Georgia,GA,cl-mem,2017,0.0
Georgia,GA,cl-np,2017,1.3
Georgia,GA,cl-npo,2017,0.7
Georgia,GA,cl-porg,2017,0.7
Georgia,GA,cl-rel,2017,1.7
Georgia,GA,cl-ta,2017,0.7
Georgia,GA,cl-tfn,2017,0.4
Georgia,GA,cl-vol,2017,0.8
Georgia,GA,cv-pm,2017,0.7
Georgia,GA,fg-act,2017,2.3
Georgia,GA,fg-br,2017,1.7
Georgia,GA,fg-play,2017,0.2
Georgia,GA,fg-read,2017,1.5
Georgia,GA,fg-sch,2017,1.5
Georgia,GA,fg-yorg,2017,2.0
Georgia,GA,fh-eat,2017,0.7
Georgia,GA,fh-ed,2017,0.2
Georgia,GA,fh-ma,2017,1.0
Georgia,GA,fh-read,2017,-0.4
Georgia,GA,fh-spf,2017,1.3
Georgia,GA,fh-time,2017,0.7
Georgia,GA,fh-tv,2017,1.2
Georgia,GA,fh-uw,2017,0.2
Georgia,GA,sc-born,2017,1.4
Georgia,GA,sc-eng-a,2017,1.7
Georgia,GA,sc-eng-c,2017,1.9
Georgia,GA,sc-mid,2017,1.3
Georgia,GA,sm-em,2017,0.7
Georgia,GA,sm-grad,2017,1.5
Georgia,GA,sm-hr,2017,0.5
Georgia,GA,sm-neet,2017,-0.8
Georgia,GA,st-fc,2017,1.8
Georgia,GA,st-fc trust,2017,1.3
Georgia,GA,st-fcc,2017,1.5
Georgia,GA,st-vc,2017,1.9
Hawaii,HI,Civic Engagement,2017,-1.7
Hawaii,HI,Community Life,2017,5.9
Hawaii,HI,Family Health,2017,14.3
Hawaii,HI,Future Generations,2017,6.3
Hawaii,HI,Social Cohesion,2017,1.0
Hawaii,HI,Social Mobility,2017,5.0
Hawaii,HI,Social Trust,2017,11.0
Hawaii,HI,Total,2017,41.9
Hawaii,HI,ce-ao,2017,2.1
Hawaii,HI,ce-vt,2017,-4.6
Hawaii,HI,cl-cdd,2017,0.8
Hawaii,HI,cl-don,2017,0.7
Hawaii,HI,cl-mem,2017,0.4
Hawaii,HI,cl-np,2017,0.1
Hawaii,HI,cl-npo,2017,0.8
Hawaii,HI,cl-porg,2017,0.7
Hawaii,HI,cl-rel,2017,0.0
Hawaii,HI,cl-ta,2017,1.3
Hawaii,HI,cl-tfn,2017,0.9
Hawaii,HI,cl-vol,2017,1.1
Hawaii,HI,cv-pm,2017,0.8
Hawaii,HI,fg-act,2017,-1.2
Hawaii,HI,fg-br,2017,1.7
Hawaii,HI,fg-play,2017,2.2
Hawaii,HI,fg-read,2017,0.5
Hawaii,HI,fg-sch,2017,-0.6
Hawaii,HI,fg-yorg,2017,0.8
Hawaii,HI,fh-eat,2017,3.0
Hawaii,HI,fh-ed,2017,-0.1
Hawaii,HI,fh-ma,2017,2.0
Hawaii,HI,fh-read,2017,0.8
Hawaii,HI,fh-spf,2017,4.9
Hawaii,HI,fh-time,2017,2.6
Hawaii,HI,fh-tv,2017,1.2
Hawaii,HI,fh-uw,2017,1.1
Hawaii,HI,sc-born,2017,1.1
Hawaii,HI,sc-eng-a,2017,-1.3
Hawaii,HI,sc-eng-c,2017,-1.6
Hawaii,HI,sc-mid,2017,2.8
Hawaii,HI,sm-em,2017,1.4
Hawaii,HI,sm-grad,2017,1.9
Hawaii,HI,sm-hr,2017,-0.6
Hawaii,HI,sm-neet,2017,2.4
Hawaii,HI,st-fc,2017,3.1
Hawaii,HI,st-fc trust,2017,2.8
Hawaii,HI,st-fcc,2017,2.3
Hawaii,HI,st-vc,2017,2.8
Idaho,ID,Civic Engagement,2017,5.1
Idaho,ID,Community Life,2017,12.0
Idaho,ID,Family Health,2017,10.9
Idaho,ID,Future Generations,2017,5.0
Idaho,ID,Social Cohesion,2017,7.1
Idaho,ID,Social Mobility,2017,6.0
Idaho,ID,Social Trust,2017,12.0
Idaho,ID,Total,2017,58.2
Idaho,ID,ce-ao,2017,2.0
Idaho,ID,ce-vt,2017,2.2
Idaho,ID,cl-cdd,2017,0.8
Idaho,ID,cl-don,2017,1.5
Idaho,ID,cl-mem,2017,2.3
Idaho,ID,cl-np,2017,0.2
Idaho,ID,cl-npo,2017,0.5
Idaho,ID,cl-porg,2017,0.7
Idaho,ID,cl-rel,2017,0.8
Idaho,ID,cl-ta,2017,2.0
Idaho,ID,cl-tfn,2017,1.3
Idaho,ID,cl-vol,2017,2.8
Idaho,ID,cv-pm,2017,0.9
Idaho,ID,fg-act,2017,1.7
Idaho,ID,fg-br,2017,2.5
Idaho,ID,fg-play,2017,0.6
Idaho,ID,fg-read,2017,1.3
Idaho,ID,fg-sch,2017,-0.6
Idaho,ID,fg-yorg,2017,0.9
Idaho,ID,fh-eat,2017,2.0
Idaho,ID,fh-ed,2017,1.7
Idaho,ID,fh-ma,2017,2.4
Idaho,ID,fh-read,2017,-0.1
Idaho,ID,fh-spf,2017,0.9
Idaho,ID,fh-time,2017,1.3
Idaho,ID,fh-tv,2017,1.0
Idaho,ID,fh-uw,2017,2.7
Idaho,ID,sc-born,2017,0.3
Idaho,ID,sc-eng-a,2017,2.5
Idaho,ID,sc-eng-c,2017,2.3
Idaho,ID,sc-mid,2017,2.0
