State,State Code,Metric,2013,2017,2021,2025
Georgia,GA,Civic Engagement,5.5,4.1,9.1,11.1
Georgia,GA,Community Life,8.9,5,-0.7,-0.6
Georgia,GA,Family Health,6.6,3.6,5.9,4.1
Georgia,GA,Future Generations,10.2,8.2,6,5.2
Georgia,GA,Social Cohesion,6.3,6.3,6.3,5.8
Georgia,GA,Social Mobility,0.3,1.9,5.5,7.8
Georgia,GA,Social Trust,7.9,6.6,10.6,11.9
Georgia,GA,Total,45.6,35.8,42.7,45.3
Georgia,GA,ce-ao,2,2.1,2,2
Georgia,GA,ce-vt,2.1,1.4,4.1,5.1
Georgia,GA,cl-cdd,1.6,1.6,-1.1,-1.4
Georgia,GA,cl-don,0.7,0,0,-0.3
Georgia,GA,cl-mem,1,0,-0.1,1.2
Georgia,GA,cl-np,3.4,1.3,3.6,4
Georgia,GA,cl-npo,0.6,0.7,0.6,0.6
Georgia,GA,cl-porg,0.8,0.7,0.8,0.7
Georgia,GA,cl-rel,2,1.7,-0.1,-0.1
Georgia,GA,cl-ta,1.7,0.7,0.2,-1.7
Georgia,GA,cl-tfn,1.7,0.4,-1.4,-1.5
Georgia,GA,cl-vol,0.3,0.8,-0.7,0.4
Georgia,GA,cv-pm,1.3,0.7,3,4
Georgia,GA,fg-act,1.2,2.3,1.3,-0.2
Georgia,GA,fg-br,2.2,1.7,0.9,0.4
Georgia,GA,fg-play,0.8,0.2,0.5,0.4
Georgia,GA,fg-read,0.7,1.5,1.3,0
Georgia,GA,fg-sch,2,1.5,1.2,1.2
Georgia,GA,fg-yorg,1.7,2,1.3,1.5
Georgia,GA,fh-eat,2.6,0.7,4,2.2
Georgia,GA,fh-ed,-0.4,0.2,0.2,0.9
Georgia,GA,fh-ma,0.9,1,0.9,0.8
Georgia,GA,fh-read,1.7,-0.4,0,-0.6
Georgia,GA,fh-spf,1.1,1.3,1.5,2.1
Georgia,GA,fh-time,0.5,0.7,0.3,-0.5
Georgia,GA,fh-tv,1.2,1.2,0,0
Georgia,GA,fh-uw,0.1,0.2,0,-0.1
Georgia,GA,sc-born,1.5,1.4,1.3,1.1
Georgia,GA,sc-eng-a,1.7,1.7,1.9,1.8
Georgia,GA,sc-eng-c,1.9,1.9,1.6,1.4
Georgia,GA,sc-mid,1.1,1.3,1.5,1.5
Georgia,GA,sm-em,0.7,0.7,0.7,0.7
Georgia,GA,sm-grad,0.8,1.5,2.2,3.1
Georgia,GA,sm-hr,1.2,0.5,1.5,2.4
Georgia,GA,sm-neet,-2.4,-0.8,1,1.6
Georgia,GA,st-fc,2.3,1.8,3.2,3.5
Georgia,GA,st-fc trust,2.2,1.3,2.8,3.6
Georgia,GA,st-fcc,1.4,1.5,2.2,2.6
Georgia,GA,st-vc,2,1.9,2.4,2.2
Hawaii,HI,Civic Engagement,-0.1,-1.7,9.5,2.2
Hawaii,HI,Community Life,5,5.9,-1.9,-1.6
Hawaii,HI,Family Health,15.1,14.3,13.1,10.8
Hawaii,HI,Future Generations,9.6,6.3,5.3,3.1
Hawaii,HI,Social Cohesion,2.3,1,2.6,3.3
Hawaii,HI,Social Mobility,3.5,5,7.3,8.7
Hawaii,HI,Social Trust,9.3,11,12.9,14
Hawaii,HI,Total,44.7,41.9,48.7,40.5
Hawaii,HI,ce-ao,2.1,2.1,2.1,2.1
Hawaii,HI,ce-vt,-2.6,-4.6,3.2,-3.2
Hawaii,HI,cl-cdd,1.2,0.8,-1.2,-1.5
Hawaii,HI,cl-don,1.1,0.7,-0.2,1.9
Hawaii,HI,cl-mem,0.4,0.4,-0.4,-0.3
Hawaii,HI,cl-np,0.2,0.1,0.1,0
Hawaii,HI,cl-npo,0.8,0.8,0.7,0.6
Hawaii,HI,cl-porg,0.7,0.7,0.7,0.7
Hawaii,HI,cl-rel,0.8,0,-1.3,-1.3
Hawaii,HI,cl-ta,1.4,1.3,0,-0.3
Hawaii,HI,cl-tfn,-0.2,0.9,-0.6,-3.4
Hawaii,HI,cl-vol,0,1.1,-0.7,0.6
Hawaii,HI,cv-pm,0.4,0.8,4.2,3.3
Hawaii,HI,fg-act,1.1,-1.2,2.9,-0.4
Hawaii,HI,fg-br,2.5,1.7,0.9,-0.4
Hawaii,HI,fg-play,3.1,2.2,2.3,2.3
Hawaii,HI,fg-read,1.7,0.5,10.2,-0.5
Hawaii,HI,fg-sch,-0.1,-0.6,-0.3,-0.4
Hawaii,HI,fg-yorg,0.9,0.8,0.6,0.6
Hawaii,HI,fh-eat,3.7,3,5.4,2.7
Hawaii,HI,fh-ed,0.5,-0.1,-3.1,-1.3
Hawaii,HI,fh-ma,1.8,2,1.7,1.7
Hawaii,HI,fh-read,3.2,0.8,3.1,0
Hawaii,HI,fh-spf,4.3,4.9,5.2,5.5
Hawaii,HI,fh-time,0.2,2.6,1.9,3
Hawaii,HI,fh-tv,1.2,1.2,0,0
Hawaii,HI,fh-uw,1.3,1.1,1.2,0.9
Hawaii,HI,sc-born,1.4,1.1,1,1.1
Hawaii,HI,sc-eng-a,-1.2,-1.3,-0.8,-0.6
Hawaii,HI,sc-eng-c,-0.7,-1.6,-0.5,0.5
Hawaii,HI,sc-mid,2.9,2.8,2.9,2.3
Hawaii,HI,sm-em,1.4,1.4,1.4,1.4
Hawaii,HI,sm-grad,1.2,1.9,2.6,3.5
Hawaii,HI,sm-hr,-0.2,-0.6,0.6,1.4
Hawaii,HI,sm-neet,1.1,2.4,2.8,2.3
Hawaii,HI,st-fc,1.3,3.1,4.2,5
Hawaii,HI,st-fc trust,2.1,2.8,3.4,3.4
Hawaii,HI,st-fcc,2.8,2.3,2.3,1.8
Hawaii,HI,st-vc,3.2,2.8,3.1,3.8
Idaho,ID,Civic Engagement,11.9,5.1,9.1,9.3
Idaho,ID,Community Life,11.1,12,6.9,6.1
Idaho,ID,Family Health,16.1,10.9,12,13.9
Idaho,ID,Future Generations,6.8,5,3.3,2.8
Idaho,ID,Social Cohesion,7.7,7.1,8.3,8.3
Idaho,ID,Social Mobility,2.5,6,10,9.3
Idaho,ID,Social Trust,13.7,12,11.1,14
Idaho,ID,Total,69.8,58.2,60.7,63.7
Idaho,ID,ce-ao,2,2,2,1.9
Idaho,ID,ce-vt,3.1,2.2,3.5,2.9
Idaho,ID,cl-cdd,1.2,0.8,-1.7,-1.8
Idaho,ID,cl-don,0.5,1.5,1.8,1.7
Idaho,ID,cl-mem,1.4,2.3,1.2,1
Idaho,ID,cl-np,0.2,0.2,0.1,0.1
Idaho,ID,cl-npo,0.6,0.5,0.5,0.5
Idaho,ID,cl-porg,0.7,0.7,0.7,0.7
Idaho,ID,cl-rel,2,0.8,0.7,0.7
Idaho,ID,cl-ta,2.6,2,1.5,0.8
Idaho,ID,cl-tfn,1,1.3,-0.5,-0.9
Idaho,ID,cl-vol,2.3,2.8,1,1.6
Idaho,ID,cv-pm,6.8,0.9,3.6,4.5
Idaho,ID,fg-act,0,1.7,0.4,1.4
Idaho,ID,fg-br,2.7,2.5,1.3,0.5
Idaho,ID,fg-play,0.7,0.6,1,1.9
Idaho,ID,fg-read,1.2,1.3,2.1,3.5
Idaho,ID,fg-sch,0.2,-0.6,-0.6,-1
Idaho,ID,fg-yorg,0.9,0.9,0.5,0.4
Idaho,ID,fh-eat,3.1,2,2.3,1.6
Idaho,ID,fh-ed,1.6,1.7,1,1.5
Idaho,ID,fh-ma,2.7,2.4,2.6,2.8
Idaho,ID,fh-read,3.6,-0.1,-0.7,0.4
Idaho,ID,fh-spf,1.1,0.9,1.6,2.1
Idaho,ID,fh-time,1,1.3,2.3,2.5
Idaho,ID,fh-tv,1,1,0,0
Idaho,ID,fh-uw,2.9,2.7,2.8,3
Idaho,ID,sc-born,0.1,0.3,0,-0.4
Idaho,ID,sc-eng-a,2.5,2.5,2.6,2.7
Idaho,ID,sc-eng-c,2.4,2.3,2.6,3
Idaho,ID,sc-mid,2.7,2,3.1,3
Idaho,ID,sm-em,1.1,1.1,1.1,1.1
Idaho,ID,sm-grad,0.1,0.3,1.1,2.1
Idaho,ID,sm-hr,2.7,2.7,3.9,4.3
Idaho,ID,sm-neet,-1.4,1.9,3.9,1.7
Idaho,ID,st-fc,3.4,3,2.8,3.8
Idaho,ID,st-fc trust,3.7,2.9,2.6,4.1
Idaho,ID,st-fcc,3,2.6,2.4,2.8
Idaho,ID,st-vc,3.7,3.5,3.4,3.4
Illinois,IL,Civic Engagement,5.9,6,11.3,8.7
Illinois,IL,Community Life,8.3,9.4,6.7,1.2
Illinois,IL,Family Health,8.8,6,3.9,5.8
Illinois,IL,Future Generations,9.4,7.9,5.8,7.6
Illinois,IL,Social Cohesion,4.3,5.4,6,5.2
Illinois,IL,Social Mobility,5,6,9,10.4
Illinois,IL,Social Trust,5.8,6.2,9.7,11.2
Illinois,IL,Total,47.5,46.9,52.4,50.2
Illinois,IL,ce-ao,2,2,2,2
Illinois,IL,ce-vt,2,3,5.1,2.8
Illinois,IL,cl-cdd,1.6,1.3,-1.5,-1.7
Illinois,IL,cl-don,1.6,1.4,1.6,0.6
Illinois,IL,cl-mem,0.3,0.8,1,1
Illinois,IL,cl-np,1.3,1,0.9,0.7
Illinois,IL,cl-npo,0.8,1,0.8,0.8
Illinois,IL,cl-porg,1,1,0.9,0.7
Illinois,IL,cl-rel,1.3,0.7,-0.4,-0.4
Illinois,IL,cl-ta,1.3,0.8,0.6,-1.1
Illinois,IL,cl-tfn,1.3,2.6,1.2,-1.4
Illinois,IL,cl-vol,0.7,1.1,0.9,1
Illinois,IL,cv-pm,1.9,1,4.2,4
Illinois,IL,fg-act,1.4,2.6,0.2,2.2
Illinois,IL,fg-br,1.4,1.2,0.2,-0.7
Illinois,IL,fg-play,3,2.5,2.6,2.1
Illinois,IL,fg-read,1.8,1.6,0.9,1.2
Illinois,IL,fg-sch,1.4,1,0.9,3
Illinois,IL,fg-yorg,0.4,0.5,0.3,0.7
Illinois,IL,fh-eat,1.6,0.4,2,0.8
Illinois,IL,fh-ed,0.5,0.9,-2.3,0.6
Illinois,IL,fh-ma,1,1,0.7,0.3
Illinois,IL,fh-read,2.5,0.9,1.9,2
Illinois,IL,fh-spf,1.2,1.3,1.3,1.5
Illinois,IL,fh-time,1.1,0.5,-0.2,0.4
Illinois,IL,fh-tv,1.2,1.2,0,0
Illinois,IL,fh-uw,0.9,0.9,1.1,1.1
Illinois,IL,sc-born,3.3,3.3,3.4,3.2
Illinois,IL,sc-eng-a,0,0.2,0.5,0.3
Illinois,IL,sc-eng-c,-0.4,0.6,1,0.4
Illinois,IL,sc-mid,1.3,1.2,1.2,1.3
Illinois,IL,sm-em,0.2,0.2,0.2,0.2
Illinois,IL,sm-grad,1.8,2.4,3.2,3.9
Illinois,IL,sm-hr,2.6,1.9,2.7,3.3
Illinois,IL,sm-neet,0.3,1.5,2.9,2.9
Illinois,IL,st-fc,2.1,1.5,3.5,4
Illinois,IL,st-fc trust,0.9,1.1,2.4,3.1
Illinois,IL,st-fcc,1.3,1.8,2.3,1.6
Illinois,IL,st-vc,1.5,1.9,1.6,2.6
Indiana,IN,Civic Engagement,3.5,4.1,6.2,3.7
Indiana,IN,Community Life,6.9,8.8,3.9,1.4
Indiana,IN,Family Health,8,5.5,5.2,6.6
Indiana,IN,Future Generations,7.1,5.5,4.7,3.3
Indiana,IN,Social Cohesion,10.8,11,11,10.1
Indiana,IN,Social Mobility,3.4,5.1,7.3,10.1
Indiana,IN,Social Trust,10.9,9.7,11.7,12.7
Indiana,IN,Total,50.7,49.7,50,47.8
Indiana,IN,ce-ao,1.9,1.9,1.9,1.9
Indiana,IN,ce-vt,1,0.5,1.7,0.6
Indiana,IN,cl-cdd,0.5,0,-2.1,-2.2
Indiana,IN,cl-don,0.7,1.4,1,0.5
Indiana,IN,cl-mem,-0.1,0.2,0.5,0.9
Indiana,IN,cl-np,1.3,1.2,0.7,0.5
Indiana,IN,cl-npo,0.8,0.8,0.8,0.8
Indiana,IN,cl-porg,0.7,0.7,0.7,0.7
Indiana,IN,cl-rel,1.9,1.1,0.3,0.3
Indiana,IN,cl-ta,1.3,1.1,0.8,-0.8
Indiana,IN,cl-tfn,0.7,1.2,-0.8,-2.3
Indiana,IN,cl-vol,0.9,2.3,0.6,1.2
Indiana,IN,cv-pm,0.7,1.7,2.5,1.1
Indiana,IN,fg-act,0.9,1.5,0.5,1.3
Indiana,IN,fg-br,1.7,1.6,1,0.6
Indiana,IN,fg-play,0.4,0,0,-0.3
Indiana,IN,fg-read,0.5,0.9,0.5,1.3
Indiana,IN,fg-sch,0.9,0.3,0.7,0.9
Indiana,IN,fg-yorg,1.7,1.7,1.4,1
Indiana,IN,fh-eat,1.3,-0.4,2.3,1.6
Indiana,IN,fh-ed,0.6,1.3,0.1,1.9
Indiana,IN,fh-ma,1.3,1.1,0.9,0.9
Indiana,IN,fh-read,3,1.3,-0.1,-0.2
Indiana,IN,fh-spf,0.7,0.5,0.6,0.9
Indiana,IN,fh-time,0.8,1.3,1.6,2
Indiana,IN,fh-tv,1.2,1.2,0,0
Indiana,IN,fh-uw,0.4,0.5,0.5,0.6
Indiana,IN,sc-born,3.6,3.5,3.4,3.3
Indiana,IN,sc-eng-a,2.9,2.9,2.9,2.7
Indiana,IN,sc-eng-c,2.2,2.5,2.7,2
Indiana,IN,sc-mid,2.2,2.1,2,2.1
Indiana,IN,sm-em,0.8,0.8,0.8,0.8
Indiana,IN,sm-grad,-0.6,0,0.6,1.6
Indiana,IN,sm-hr,3.4,2.8,3.5,4.1
Indiana,IN,sm-neet,-0.2,1.5,2.5,3.6
Indiana,IN,st-fc,3.4,3.1,3.8,4.6
Indiana,IN,st-fc trust,2.7,2.7,3.1,3.4
Indiana,IN,st-fcc,2.4,2,2.8,2.3
Indiana,IN,st-vc,2.4,1.9,2,2.4
Iowa,IA,Civic Engagement,12.8,6.4,11.5,10.6
Iowa,IA,Community Life,11.4,11.8,5.4,0.8
Iowa,IA,Family Health,10,7.5,7.3,5.1
Iowa,IA,Future Generations,7.5,7.4,6.3,5.2
Iowa,IA,Social Cohesion,12.3,11.9,12.2,11.4
Iowa,IA,Social Mobility,10.8,11.8,11.2,14.5
Iowa,IA,Social Trust,9.5,11.3,11.8,12.7
Iowa,IA,Total,74.3,68,65.6,60.2
Iowa,IA,ce-ao,2,1.9,1.9,1.9
Iowa,IA,ce-vt,5.6,2.9,6.1,6.2
Iowa,IA,cl-cdd,1.2,0.9,-1.9,-2.1
Iowa,IA,cl-don,0.9,1.2,2,0.7
Iowa,IA,cl-mem,1.6,1.4,1,0.4
Iowa,IA,cl-np,0.6,0.9,0.7,1
Iowa,IA,cl-npo,1,1,0.9,0.5
Iowa,IA,cl-porg,0.8,0.7,0.7,0.7
Iowa,IA,cl-rel,1.4,0.9,-0.9,-0.9
Iowa,IA,cl-ta,2.1,0.6,0.6,-1
Iowa,IA,cl-tfn,1.7,2.4,0,-1.1
Iowa,IA,cl-vol,2,3.5,1.1,1.5
Iowa,IA,cv-pm,5.2,1.6,3.4,2.4
Iowa,IA,fg-act,2.6,0.7,1.3,0.7
Iowa,IA,fg-br,1.4,1.5,0.9,0.4
Iowa,IA,fg-play,0.9,0.7,1.1,1.1
Iowa,IA,fg-read,1.1,0.6,1.2,1.6
Iowa,IA,fg-sch,2.2,2.1,1.8,1.8
Iowa,IA,fg-yorg,0.5,0.6,0.4,0.3
Iowa,IA,fh-eat,2.5,1,3.1,0.6
Iowa,IA,fh-ed,1,1.9,0.1,0.7
Iowa,IA,fh-ma,1.8,1.6,1.4,1.3
Iowa,IA,fh-read,2.4,0.4,-0.2,1.5
Iowa,IA,fh-spf,0,0.2,0.3,0
Iowa,IA,fh-time,0.6,0.9,1.8,0
Iowa,IA,fh-tv,1.2,1.2,0,0
Iowa,IA,fh-uw,1.8,1.6,1.9,1.7
Iowa,IA,sc-born,4.1,3.9,3.7,3.7
Iowa,IA,sc-eng-a,3,2.9,2.8,2.7
Iowa,IA,sc-eng-c,2.5,2.6,2.8,2.4
Iowa,IA,sc-mid,2.6,2.4,2.8,2.6
Iowa,IA,sm-em,2.9,2.9,2.9,2.9
Iowa,IA,sm-grad,0.3,0.6,1.3,1.9
Iowa,IA,sm-hr,4.3,3.8,3.8,4.6
Iowa,IA,sm-neet,3.3,4.5,3.2,5.1
Iowa,IA,st-fc,2,3.2,3.4,4
Iowa,IA,st-fc trust,2,2.4,2.8,2.6
Iowa,IA,st-fcc,2.4,2.7,2.8,3.1
Iowa,IA,st-vc,3.1,2.9,2.8,2.9
Kansas,KS,Civic Engagement,8.4,5.6,9.5,9.2
Kansas,KS,Community Life,12,12.6,5.3,3.9
Kansas,KS,Family Health,11.2,9.1,7.1,7.9
Kansas,KS,Future Generations,8.3,7.9,6.2,4
Kansas,KS,Social Cohesion,8.6,8.6,9.3,8.4
Kansas,KS,Social Mobility,7.2,8.7,9.9,12.2
Kansas,KS,Social Trust,7.6,8.6,8.6,11.7
Kansas,KS,Total,63.3,61,55.8,57.2
Kansas,KS,ce-ao,1.9,2,1.9,1.9
Kansas,KS,ce-vt,2.8,1.9,3.9,2.7
Kansas,KS,cl-cdd,1.1,0.5,-1.8,-2
Kansas,KS,cl-don,1.6,3.1,1.3,1.3
Kansas,KS,cl-mem,1.4,1.3,0.1,0.6
Kansas,KS,cl-np,0.5,0.5,0.3,0.3
Kansas,KS,cl-npo,0.6,0.6,0.6,0.5
Kansas,KS,cl-porg,0.8,0.8,0.8,0.7
Kansas,KS,cl-rel,2.4,1.1,0.7,0.7
Kansas,KS,cl-ta,1.7,1.4,1.1,-0.4
Kansas,KS,cl-tfn,1.2,1.8,-0.7,-2
Kansas,KS,cl-vol,2.3,2.6,1.4,2.4
Kansas,KS,cv-pm,3.7,1.7,3.6,4.5
Kansas,KS,fg-act,0.5,2.2,0.9,1.7
Kansas,KS,fg-br,2.5,2.2,1.1,0.6
Kansas,KS,fg-play,0.9,0.7,0.9,0.3
Kansas,KS,fg-read,2.9,1.7,1.8,1.2
Kansas,KS,fg-sch,1.7,1.8,1.8,1.5
Kansas,KS,fg-yorg,0.4,0.5,0.3,0.2
Kansas,KS,fh-eat,2.5,2.3,2.3,2.3
Kansas,KS,fh-ed,1.7,0.6,0,0.7
Kansas,KS,fh-ma,1.7,1.6,1.8,1.5
Kansas,KS,fh-read,2.9,0.8,0.9,1.4
Kansas,KS,fh-spf,0.2,0.4,0.6,0.7
Kansas,KS,fh-time,0.7,1.8,0.9,0.7
Kansas,KS,fh-tv,1.2,1.2,0,0
Kansas,KS,fh-uw,1.5,1.6,1.8,1.8
Kansas,KS,sc-born,2,2,2.1,2.1
Kansas,KS,sc-eng-a,2.3,2.3,2.3,2.2
Kansas,KS,sc-eng-c,2,2.3,2.4,2.1
Kansas,KS,sc-mid,2.2,2.1,2.5,2
Kansas,KS,sm-em,1.3,1.3,1.3,1.3
Kansas,KS,sm-grad,1.5,2,2.7,3.2
Kansas,KS,sm-hr,2.9,2.5,2.8,3.1
Kansas,KS,sm-neet,1.5,2.9,3.2,4.7
Kansas,KS,st-fc,1.8,2.2,2.6,4.3
Kansas,KS,st-fc trust,1.3,1.6,2.8,3.4
Kansas,KS,st-fcc,2.3,3,1.6,2.5
Kansas,KS,st-vc,2.2,1.8,1.7,1.4
Kentucky,KY,Civic Engagement,2.9,2.5,7.8,4.2
Kentucky,KY,Community Life,8.7,7.4,-0.2,-0.1
Kentucky,KY,Family Health,8.5,5.3,6.4,5.1
Kentucky,KY,Future Generations,5.7,4.8,3.1,4.7
Kentucky,KY,Social Cohesion,11.6,11.5,11.3,10.5
Kentucky,KY,Social Mobility,3.4,4.4,5.9,8.4
Kentucky,KY,Social Trust,2.2,7.9,7.8,10.7
Kentucky,KY,Total,43,43.9,42,43.6
Kentucky,KY,ce-ao,2,1.9,1.9,1.9
Kentucky,KY,ce-vt,1,-0.1,5.2,2.3
Kentucky,KY,cl-cdd,0.9,0.5,-2,-2.2
Kentucky,KY,cl-don,0.4,0.8,-0.2,0.3
Kentucky,KY,cl-mem,0.4,-0.3,-0.4,-0.2
Kentucky,KY,cl-np,0.8,0.7,0.4,0.4
Kentucky,KY,cl-npo,0.7,0.6,0.6,0.6
Kentucky,KY,cl-porg,0.7,0.8,0.7,0.7
Kentucky,KY,cl-rel,2.3,1.3,0.3,0.3
Kentucky,KY,cl-ta,1.9,1.2,0.6,0.1
Kentucky,KY,cl-tfn,2,1.8,-1.1,-2.2
Kentucky,KY,cl-vol,0.4,1.1,-0.7,0.3
Kentucky,KY,cv-pm,0,0.7,0.7,0
Kentucky,KY,fg-act,1,2.3,3.2,3.1
Kentucky,KY,fg-br,1.6,1.5,0.9,0.6
Kentucky,KY,fg-play,0.3,0.3,0.2,0.3
Kentucky,KY,fg-read,0.2,0.8,0,0.2
Kentucky,KY,fg-sch,1.8,1,0.9,2.2
Kentucky,KY,fg-yorg,0.2,0.4,0.1,0.1
Kentucky,KY,fh-eat,2.3,0.2,3,0.9
Kentucky,KY,fh-ed,0.3,-0.2,0.2,0.2
Kentucky,KY,fh-ma,1.4,1.1,1,0.9
Kentucky,KY,fh-read,2.3,0.9,0,0.9
Kentucky,KY,fh-spf,0.5,0.5,0.8,0.7
Kentucky,KY,fh-time,1.1,2.2,2,1.8
Kentucky,KY,fh-tv,1.2,1.2,0,0
Kentucky,KY,fh-uw,0.6,0.7,0.6,0.6
Kentucky,KY,sc-born,3.8,3.7,3.5,3.5
Kentucky,KY,sc-eng-a,3.4,3.4,3.3,3.2
Kentucky,KY,sc-eng-c,3.2,3.1,2.9,2.6
Kentucky,KY,sc-mid,1.2,1.3,1.6,1.3
Kentucky,KY,sm-em,2.7,2.7,2.7,2.7
Kentucky,KY,sm-grad,-1.1,-0.5,0.1,0.9
Kentucky,KY,sm-hr,2.9,1.9,2.5,3.3
Kentucky,KY,sm-neet,-1.1,0.2,0.6,1.5
Kentucky,KY,st-fc,0.4,1.7,2.1,3.5
Kentucky,KY,st-fc trust,-0.3,1.2,0.8,1.6
Kentucky,KY,st-fcc,-1.3,1.5,1.4,2.2
Kentucky,KY,st-vc,3.3,3.5,3.5,3.4
Louisiana,LA,Civic Engagement,8.5,4.6,6,3.3
Louisiana,LA,Community Life,2.7,5.6,1.8,-1.5
Louisiana,LA,Family Health,3.2,0.8,-2.1,-3
Louisiana,LA,Future Generations,10.6,9.3,5.9,4.8
Louisiana,LA,Social Cohesion,12.3,11.9,11.7,11.1
Louisiana,LA,Social Mobility,1.1,2,4.9,5.7
Louisiana,LA,Social Trust,-4.9,-1.1,2.8,1.7
Louisiana,LA,Total,33.5,33.2,31,22
Louisiana,LA,ce-ao,2,2.1,2.1,2.1
Louisiana,LA,ce-vt,4.2,2,2.1,1.6
Louisiana,LA,cl-cdd,0,0,-1.9,-2
Louisiana,LA,cl-don,-1.7,-0.1,-0.7,-0.5
Louisiana,LA,cl-mem,-0.1,0.2,1,0.8
Louisiana,LA,cl-np,0.4,0.1,0,0.1
Louisiana,LA,cl-npo,0.6,0.6,0.6,0.5
Louisiana,LA,cl-porg,0.7,0.8,0.7,0.7
Louisiana,LA,cl-rel,3,2.1,0.7,0.7
Louisiana,LA,cl-ta,0.8,0.9,0.6,-1.4
Louisiana,LA,cl-tfn,0.4,0.3,-0.6,-2
Louisiana,LA,cl-vol,-0.9,0.7,-0.4,-0.3
Louisiana,LA,cv-pm,2.3,0.5,1.8,-0.4
Louisiana,LA,fg-act,0.6,-0.2,-0.1,0
Louisiana,LA,fg-br,2.3,2.5,1.6,1
Louisiana,LA,fg-play,2.7,2.4,2,1.2
Louisiana,LA,fg-read,-0.3,-0.2,0.6,1.4
Louisiana,LA,fg-sch,1.9,1.1,0.3,0.8
Louisiana,LA,fg-yorg,0.2,0.2,0.1,0.2
Louisiana,LA,fh-eat,3.1,1.6,1.9,1.4
Louisiana,LA,fh-ed,-3,-2,-3.5,-0.8
Louisiana,LA,fh-ma,0,-0.2,-0.4,-0.5
Louisiana,LA,fh-read,1.8,0.7,-0.8,-1
Louisiana,LA,fh-spf,0.5,0.3,0.4,0.4
Louisiana,LA,fh-time,1.9,1.4,1.4,-1.4
Louisiana,LA,fh-tv,1.2,1.2,0,0
Louisiana,LA,fh-uw,-1.1,-1,-1.5,-1.7
Louisiana,LA,sc-born,5,5,4.9,4.9
Louisiana,LA,sc-eng-a,3,3,3,2.9
Louisiana,LA,sc-eng-c,3.6,3.5,3.2,2.7
Louisiana,LA,sc-mid,0.6,0.4,0.6,0.6
Louisiana,LA,sm-em,2.6,2.6,2.6,2.6
Louisiana,LA,sm-grad,-1.1,-0.5,0,0.6
Louisiana,LA,sm-hr,2.2,1.5,2.2,2.9
Louisiana,LA,sm-neet,-2.5,-1.6,0,-0.4
Louisiana,LA,st-fc,-1.3,-0.3,1,0.7
Louisiana,LA,st-fc trust,-1.2,-0.7,1.1,1.5
Louisiana,LA,st-fcc,-2.6,-0.4,0.5,-0.7
Louisiana,LA,st-vc,0.2,0.4,0.2,0.3
Maine,ME,Civic Engagement,14.7,15.6,17.8,17.3
Maine,ME,Community Life,7.7,6.8,5.1,-0.8
Maine,ME,Family Health,13.5,10.9,10.4,11.7
Maine,ME,Future Generations,3.5,0.8,-0.2,-1.6
Maine,ME,Social Cohesion,12.2,12.4,12.2,12.2
Maine,ME,Social Mobility,7.2,10.2,11.8,14.5
Maine,ME,Social Trust,12.6,12.3,15.2,16.1
Maine,ME,Total,71.3,69,72.3,69.3
Maine,ME,ce-ao,2,2,2,2
Maine,ME,ce-vt,5.2,7.1,6.5,7.8
Maine,ME,cl-cdd,0.8,0.5,-2,-2.2
Maine,ME,cl-don,1,1.5,1.1,0.7
Maine,ME,cl-mem,1.9,1.8,1.6,1.8
Maine,ME,cl-np,0.1,0.1,0,0
Maine,ME,cl-npo,0.7,0.7,0.6,0.6
Maine,ME,cl-porg,0.7,0.7,0.7,0.7
Maine,ME,cl-rel,-0.6,-0.7,-1.5,-1.5
Maine,ME,cl-ta,1.8,0.8,-0.3,-2.6
Maine,ME,cl-tfn,0.3,-1,0.5,-2.2
Maine,ME,cl-vol,1.9,3,2.3,1.5
Maine,ME,cv-pm,7.5,6.5,9.4,7.6
Maine,ME,fg-act,2.2,4.6,-0.6,0.1
Maine,ME,fg-br,-1,-1.1,-1.7,-2.1
Maine,ME,fg-play,0,-0.1,-0.3,-0.5
Maine,ME,fg-read,0.2,2.1,-0.4,2.4
Maine,ME,fg-sch,1.8,0.8,1,0.5
Maine,ME,fg-yorg,1.5,0.9,0.9,1
Maine,ME,fh-eat,2.4,1.1,2.9,1.6
Maine,ME,fh-ed,2,2.2,0.6,2.4
Maine,ME,fh-ma,1.4,1.2,1,1.3
Maine,ME,fh-read,4.7,3.6,3.7,4.2
Maine,ME,fh-spf,0.2,0.6,0.4,0.7
Maine,ME,fh-time,2,1.2,2,1.7
Maine,ME,fh-tv,1.2,1.2,0,0
Maine,ME,fh-uw,0.8,1.1,1.6,1.7
Maine,ME,sc-born,2.9,2.8,2.4,2
Maine,ME,sc-eng-a,3.6,3.6,3.7,3.7
Maine,ME,sc-eng-c,3.6,3.9,4,3.9
Maine,ME,sc-mid,2.2,2.1,2.1,2.7
Maine,ME,sm-em,1.4,1.4,1.4,1.4
Maine,ME,sm-grad,1,1.5,2.4,3.5
Maine,ME,sm-hr,4.1,4.2,4.4,5.1
Maine,ME,sm-neet,0.6,3.1,3.6,4.4
Maine,ME,st-fc,2.6,2.9,3.5,4.1
Maine,ME,st-fc trust,3.4,2.8,3.9,4
Maine,ME,st-fcc,2.1,2.2,3.3,3.3
Maine,ME,st-vc,4.4,4.4,4.5,4.6
Maryland,MD,Civic Engagement,8.1,9.5,14.4,10.7
Maryland,MD,Community Life,7.9,9.8,2.3,3
Maryland,MD,Family Health,7.4,6.7,4.4,4
